ref	name	length	coverage	uReads	abundance	median	callable	callablePct	confirmed	confirmedPct	snps	snpPct	multi	multiPct	lowmq	lowmqPct	high	highPct	gapCount	gapLength
Ente_faecalis_SGAir0397	NZ_CP039434.1	2696714	2.337	2015	0.013	1	39006	1.446	38804	99.482	202	0.518	1	0.003	1277752	47.382	199193	7.387	12	139526
Ente_sp._FDAARGOS_553	NZ_CP033740.1	3150721	0.007	12	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	5238	0.166	174	0.006	0	0
Ente_faecium_E8691	NZ_LR135435.1	2640062	0.018	36	0.000	0	106	0.004	106	100.000	0	0.000	0	0.000	21099	0.799	11127	0.421	2	558798
Ente_faecalis_FDAARGOS_324	NZ_CP028285.1	2928142	5.955	53680	0.442	5	781614	26.693	781394	99.972	220	0.028	97	0.012	1403333	47.926	17437	0.595	6	107242
Ente_avium_352	NZ_CP034169.1	4794392	0.020	39	0.000	0	1045	0.022	1044	99.904	1	0.096	0	0.000	43044	0.898	23870	0.498	6	3383593
Ente_faecalis_Symbioflor_1	NC_019770.1	2810675	4.993	29475	0.244	4	940453	33.460	940053	99.957	400	0.043	348	0.037	1451119	51.629	21639	0.770	5	64773
Ente_faecalis_JY32	NZ_CP045045.1	2933718	8.418	101179	0.790	9	1657866	56.511	1657078	99.952	786	0.047	510	0.031	1212353	41.325	2154	0.073	8	140674
Ente_casseliflavus_EGM182	NZ_CP050490.1	3450044	0.004	9	0.000	0	110	0.003	109	99.091	1	0.909	0	0.000	2683	0.078	0	0.000	0	0
Ente_durans_KCTC_13289	NZ_CP065535.1	2923777	0.134	2685	0.007	0	23343	0.798	23282	99.739	61	0.261	1	0.004	14617	0.500	1293	0.044	2	81040
TOTAL	-	28328245	2.222	189130	1.496	0	3443543	12.156	3441870	99.951	1671	0.049	957	0.028	5431238	19.173	276887	0.977	41	4475646
