ref	name	length	coverage	uReads	abundance	median	callable	callablePct	confirmed	confirmedPct	snps	snpPct	multi	multiPct	lowmq	lowmqPct	high	highPct	gapCount	gapLength
Ente_faecalis_SGAir0397	NZ_CP039434.1	2696714	88.790	942987	5.625	105	1544156	57.261	1534777	99.393	9366	0.607	297	0.019	1577058	58.481	189547	7.029	5	67634
Ente_sp._FDAARGOS_553	NZ_CP033740.1	3150721	0.016	457	0.001	0	83	0.003	83	100.000	0	0.000	0	0.000	21573	0.685	12259	0.389	4	1603076
Ente_faecium_E8691	NZ_LR135435.1	2640062	0.023	1250	0.003	0	483	0.018	420	86.957	63	13.043	0	0.000	33413	1.266	21986	0.833	0	0
Ente_faecalis_FDAARGOS_324	NZ_CP028285.1	2928142	26.490	309956	2.422	48	417593	14.261	413411	98.999	4170	0.999	72	0.017	1965416	67.122	965277	32.966	29	352697
Ente_avium_352	NZ_CP034169.1	4794392	0.010	1826	0.005	0	629	0.013	578	91.892	51	8.108	0	0.000	25563	0.533	18001	0.375	3	2825378
Ente_faecalis_Symbioflor_1	NC_019770.1	2810675	33.374	325874	2.561	56	497109	17.686	492272	99.027	4831	0.972	102	0.021	1942358	69.106	864796	30.768	21	230055
Ente_faecalis_JY32	NZ_CP045045.1	2933718	32.259	429551	3.179	56	525540	17.914	519730	98.894	5797	1.104	240	0.046	1948176	66.406	921914	31.425	25	327583
Ente_casseliflavus_EGM182	NZ_CP050490.1	3450044	0.012	604	0.001	0	818	0.024	719	87.897	99	12.103	0	0.000	15721	0.456	7982	0.231	3	1971788
Ente_durans_KCTC_13289	NZ_CP065535.1	2923777	0.025	1175	0.003	0	378	0.013	347	91.799	31	8.201	0	0.000	33997	1.163	21129	0.723	2	536867
TOTAL	-	28328245	15.994	2013680	13.801	0	2986789	10.544	2962337	99.181	24408	0.817	711	0.024	7563275	26.699	3022891	10.671	92	7915078
