ref	name	length	coverage	uReads	abundance	median	callable	callablePct	confirmed	confirmedPct	snps	snpPct	multi	multiPct	lowmq	lowmqPct	high	highPct	gapCount	gapLength
Ente_faecalis_SGAir0397	NZ_CP039434.1	2696714	0.071	183	0.003	0	181	0.007	166	91.713	15	8.287	0	0.000	20627	0.765	2377	0.088	5	493655
Ente_sp._FDAARGOS_553	NZ_CP033740.1	3150721	0.967	24187	0.160	1	777041	24.662	775458	99.796	1583	0.204	9	0.001	29751	0.944	3387	0.107	10	134878
Ente_faecium_E8691	NZ_LR135435.1	2640062	0.187	3562	0.024	0	37688	1.428	37606	99.782	82	0.218	1	0.003	23079	0.874	8764	0.332	2	80636
Ente_faecalis_FDAARGOS_324	NZ_CP028285.1	2928142	0.140	1159	0.024	0	13560	0.463	13477	99.388	83	0.612	0	0.000	37360	1.276	4893	0.167	11	739617
Ente_avium_352	NZ_CP034169.1	4794392	1.026	38368	0.263	1	1286183	26.827	1271847	98.885	14336	1.115	19	0.001	76581	1.597	11500	0.240	35	731843
Ente_faecalis_Symbioflor_1	NC_019770.1	2810675	0.090	182	0.004	0	1410	0.050	1374	97.447	36	2.553	0	0.000	31721	1.129	4856	0.173	6	448138
Ente_faecalis_JY32	NZ_CP045045.1	2933718	0.171	1908	0.038	0	18042	0.615	18036	99.967	6	0.033	0	0.000	29289	0.998	2754	0.094	10	617767
Ente_casseliflavus_EGM182	NZ_CP050490.1	3450044	0.270	7114	0.047	0	97985	2.840	97370	99.372	615	0.628	1	0.001	28069	0.814	3919	0.114	4	175534
Ente_durans_KCTC_13289	NZ_CP065535.1	2923777	0.043	373	0.003	0	8250	0.282	8163	98.945	87	1.056	9	0.109	26622	0.911	7842	0.268	5	1201394
TOTAL	-	28328245	0.384	77036	0.566	0	2240340	7.909	2223497	99.248	16843	0.752	39	0.002	303099	1.070	50292	0.178	88	4623462
