ref	name	length	coverage	uReads	abundance	median	callable	callablePct	confirmed	confirmedPct	snps	snpPct	multi	multiPct	lowmq	lowmqPct	high	highPct	gapCount	gapLength
Ente_faecalis_SGAir0397	NZ_CP039434.1	2696714	15.380	152929	1.047	16	1429738	53.018	1422840	99.518	6895	0.482	185	0.013	1421581	52.715	7891	0.293	6	73063
Ente_sp._FDAARGOS_553	NZ_CP033740.1	3150721	0.012	81	0.000	0	569	0.018	568	99.824	1	0.176	0	0.000	9708	0.308	1624	0.052	2	912552
Ente_faecium_E8691	NZ_LR135435.1	2640062	0.022	227	0.001	0	59	0.002	57	96.610	2	3.390	0	0.000	16570	0.628	3664	0.139	1	278224
Ente_faecalis_FDAARGOS_324	NZ_CP028285.1	2928142	8.113	50111	0.449	7	559313	19.101	555960	99.401	3351	0.599	34	0.006	1706781	58.289	239631	8.184	25	336804
Ente_avium_352	NZ_CP034169.1	4794392	0.008	267	0.001	0	1284	0.027	1202	93.614	82	6.386	0	0.000	13420	0.280	6538	0.136	3	3485008
Ente_faecalis_Symbioflor_1	NC_019770.1	2810675	9.510	53001	0.478	9	647445	23.035	643540	99.397	3905	0.603	95	0.015	1696104	60.345	132346	4.709	20	236696
Ente_faecalis_JY32	NZ_CP045045.1	2933718	9.391	67419	0.573	9	699096	23.830	694434	99.333	4660	0.667	97	0.014	1706948	58.184	162039	5.523	25	316012
Ente_casseliflavus_EGM182	NZ_CP050490.1	3450044	0.007	77	0.000	0	451	0.013	411	91.131	40	8.869	0	0.000	5321	0.154	400	0.012	1	1057086
Ente_durans_KCTC_13289	NZ_CP065535.1	2923777	0.017	148	0.000	0	826	0.028	816	98.789	10	1.211	0	0.000	15343	0.525	5809	0.199	2	781249
TOTAL	-	28328245	4.137	324260	2.549	0	3338781	11.786	3319828	99.432	18946	0.568	411	0.012	6591776	23.269	559942	1.977	85	7476694
