ref	name	length	coverage	uReads	abundance	median	callable	callablePct	confirmed	confirmedPct	snps	snpPct	multi	multiPct	lowmq	lowmqPct	high	highPct	gapCount	gapLength
Esch_coli_H3	NZ_CP010167.1	4630919	0.097	552	0.004	0	9574	0.207	9432	98.517	142	1.483	0	0.000	82224	1.776	0	0.000	2	227784
Esch_coli_H3	NZ_CP010168.1	48243	0.000	0	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	1	48243
Esch_coli_NGF1	NZ_CP016007.1	5026105	0.077	421	0.004	0	6749	0.134	6620	98.089	129	1.911	0	0.000	68951	1.372	30	0.001	3	437547
Esch_coli_NGF1	NZ_CP016008.1	40158	0.000	0	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	1	40158
Esch_coli_NGF1	NZ_CP016009.1	8556	0.048	15	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0
Esch_coli_clone_D_i14	NC_017652.1	5038386	0.075	295	0.003	0	3710	0.074	3636	98.005	74	1.995	0	0.000	70702	1.403	82	0.002	3	370459
Esch_coli_f974b26a-5e81-11e8-bf7f-3c4a9275d6c8	NZ_LR536430.1	4975029	0.090	513	0.004	0	8202	0.165	8061	98.281	141	1.719	0	0.000	83892	1.686	105	0.002	5	376210
Esch_coli_1190	NZ_CP023386.1	4900891	0.580	24145	0.118	0	505713	10.319	505494	99.957	219	0.043	4	0.001	115822	2.363	64	0.001	6	158445
Esch_coli_1190	NZ_CP023387.1	86147	0.000	0	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	1	86147
TOTAL	-	24754434	0.182	25941	0.133	0	533948	2.157	533243	99.868	705	0.132	4	0.001	421591	1.703	281	0.001	22	1744993
