ref	name	length	coverage	uReads	abundance	median	callable	callablePct	confirmed	confirmedPct	snps	snpPct	multi	multiPct	lowmq	lowmqPct	high	highPct	gapCount	gapLength
Esch_coli_H3	NZ_CP010167.1	4630919	0.121	572	0.004	0	10909	0.236	10785	98.863	124	1.137	0	0.000	111645	2.411	74	0.002	6	304429
Esch_coli_H3	NZ_CP010168.1	48243	0.000	0	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	1	48243
Esch_coli_NGF1	NZ_CP016007.1	5026105	0.093	507	0.004	0	10702	0.213	10565	98.720	137	1.280	0	0.000	91094	1.812	211	0.004	5	501624
Esch_coli_NGF1	NZ_CP016008.1	40158	0.000	0	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	1	40158
Esch_coli_NGF1	NZ_CP016009.1	8556	0.188	27	0.000	0	627	7.328	561	89.474	66	10.526	0	0.000	0	0.000	0	0.000	0	0
Esch_coli_clone_D_i14	NC_017652.1	5038386	0.090	349	0.003	0	7242	0.144	7125	98.384	117	1.616	0	0.000	89480	1.776	95	0.002	8	702379
Esch_coli_f974b26a-5e81-11e8-bf7f-3c4a9275d6c8	NZ_LR536430.1	4975029	0.109	472	0.003	0	9429	0.190	9345	99.109	84	0.891	0	0.000	109477	2.201	103	0.002	9	586220
Esch_coli_1190	NZ_CP023386.1	4900891	0.822	35131	0.143	1	859998	17.548	859671	99.962	327	0.038	8	0.001	160054	3.266	26	0.001	9	185085
Esch_coli_1190	NZ_CP023387.1	86147	0.000	0	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	1	86147
TOTAL	-	24754434	0.245	37058	0.158	0	898907	3.631	898052	99.905	855	0.095	8	0.001	561750	2.269	509	0.002	40	2454285
