ref	name	length	coverage	uReads	abundance	median	callable	callablePct	confirmed	confirmedPct	snps	snpPct	multi	multiPct	lowmq	lowmqPct	high	highPct	gapCount	gapLength
Esch_coli_H3	NZ_CP010167.1	4630919	0.010	12	0.000	0	96	0.002	96	100.000	0	0.000	0	0.000	6487	0.140	0	0.000	1	516593
Esch_coli_H3	NZ_CP010168.1	48243	0.000	0	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	1	48243
Esch_coli_NGF1	NZ_CP016007.1	5026105	0.071	1769	0.019	0	12650	0.252	12645	99.960	5	0.040	0	0.000	30732	0.611	0	0.000	0	0
Esch_coli_NGF1	NZ_CP016008.1	40158	0.229	97	0.000	0	815	2.029	815	100.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0
Esch_coli_NGF1	NZ_CP016009.1	8556	0.000	0	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	1	8556
Esch_coli_clone_D_i14	NC_017652.1	5038386	0.036	12	0.000	0	77	0.002	75	97.403	2	2.597	0	0.000	28949	0.575	0	0.000	0	0
Esch_coli_f974b26a-5e81-11e8-bf7f-3c4a9275d6c8	NZ_LR536430.1	4975029	0.009	9	0.000	0	98	0.002	98	100.000	0	0.000	0	0.000	7007	0.141	0	0.000	1	608606
Esch_coli_1190	NZ_CP023386.1	4900891	0.010	29	0.000	0	332	0.007	324	97.590	8	2.410	0	0.000	6673	0.136	0	0.000	0	0
Esch_coli_1190	NZ_CP023387.1	86147	0.000	0	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	1	86147
TOTAL	-	24754434	0.027	1928	0.020	0	14068	0.057	14053	99.893	15	0.107	0	0.000	79848	0.323	0	0.000	5	1268145
