ref	name	length	coverage	uReads	abundance	median	callable	callablePct	confirmed	confirmedPct	snps	snpPct	multi	multiPct	lowmq	lowmqPct	high	highPct	gapCount	gapLength
Esch_coli_H3	NZ_CP010167.1	4630919	0.002	0	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	2114	0.046	113	0.002	0	0
Esch_coli_H3	NZ_CP010168.1	48243	0.000	0	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	1	48243
Esch_coli_NGF1	NZ_CP016007.1	5026105	0.002	0	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	1596	0.032	29	0.001	0	0
Esch_coli_NGF1	NZ_CP016008.1	40158	0.000	0	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	1	40158
Esch_coli_NGF1	NZ_CP016009.1	8556	0.000	0	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	1	8556
Esch_coli_clone_D_i14	NC_017652.1	5038386	0.002	2	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	1911	0.038	145	0.003	0	0
Esch_coli_f974b26a-5e81-11e8-bf7f-3c4a9275d6c8	NZ_LR536430.1	4975029	0.002	2	0.000	0	80	0.002	74	92.500	6	7.500	0	0.000	1646	0.033	107	0.002	0	0
Esch_coli_1190	NZ_CP023386.1	4900891	0.002	6	0.001	0	130	0.003	120	92.308	10	7.692	0	0.000	1855	0.038	55	0.001	0	0
Esch_coli_1190	NZ_CP023387.1	86147	0.000	0	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	1	86147
TOTAL	-	24754434	0.002	10	0.001	0	210	0.001	194	92.381	16	7.619	0	0.000	9122	0.037	449	0.002	4	183104
