ref	name	length	coverage	uReads	abundance	median	callable	callablePct	confirmed	confirmedPct	snps	snpPct	multi	multiPct	lowmq	lowmqPct	high	highPct	gapCount	gapLength
Ente_gilvus_CR1	NZ_CP030932.1	2863043	0.007	13	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	4782	0.167	964	0.034	0	0
Ente_casseliflavus_EGM182	NZ_CP050490.1	3450044	0.004	8	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	2653	0.077	0	0.000	0	0
Ente_faecalis_LD33	NZ_CP014949.1	2803429	0.136	379	0.006	0	1833	0.065	1819	99.236	14	0.764	0	0.000	32609	1.163	0	0.000	2	98610
Ente_faecalis_FDAARGOS_324	NZ_CP028285.1	2928142	0.138	581	0.007	0	2758	0.094	2747	99.601	11	0.399	0	0.000	32455	1.108	67	0.002	2	100439
Ente_faecalis_FC	NZ_CP028835.1	2934454	0.139	527	0.007	0	3004	0.102	2985	99.368	19	0.632	0	0.000	32359	1.103	0	0.000	0	0
Ente_faecium_DT1-1	NZ_CP050255.1	2684010	0.086	1572	0.006	0	6560	0.244	6546	99.787	14	0.213	0	0.000	4917	0.183	26	0.001	0	0
Ente_faecalis_L12	NZ_CP018102.1	2668255	0.168	904	0.014	0	4765	0.179	4755	99.790	10	0.210	0	0.000	32774	1.228	3	0.000	1	46831
Ente_faecalis_SGAir0397	NZ_CP039434.1	2696714	0.167	1225	0.012	0	7878	0.292	7869	99.886	9	0.114	0	0.000	28607	1.061	0	0.000	2	91274
Ente_casseliflavus_FDAARGOS_998	NZ_CP066024.1	3495847	0.003	5	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	2525	0.072	117	0.003	0	0
Ente_faecium_E8691	NZ_LR135435.1	2640062	0.087	1285	0.013	0	10679	0.404	10261	96.086	403	3.851	213	1.995	9595	0.363	4559	0.173	1	69607
Ente_faecium_E0139	NZ_LR132067.1	2458403	0.095	770	0.009	0	3975	0.162	3967	99.799	8	0.201	0	0.000	9839	0.400	6	0.000	0	0
TOTAL	-	31622403	0.090	7269	0.074	0	41452	0.131	40949	98.787	488	1.183	213	0.514	193115	0.611	5742	0.018	8	406761
