ref	name	length	coverage	uReads	abundance	median	callable	callablePct	confirmed	confirmedPct	snps	snpPct	multi	multiPct	lowmq	lowmqPct	high	highPct	gapCount	gapLength
Ente_gilvus_CR1	NZ_CP030932.1	2863043	0.020	193	0.001	0	2278	0.080	2193	96.269	85	3.731	0	0.000	14488	0.506	3640	0.127	5	2164422
Ente_casseliflavus_EGM182	NZ_CP050490.1	3450044	0.008	14	0.000	0	53	0.002	51	96.226	2	3.774	0	0.000	7294	0.211	135	0.004	1	1113432
Ente_faecalis_LD33	NZ_CP014949.1	2803429	0.703	761	0.010	0	8626	0.308	8606	99.768	20	0.232	0	0.000	486507	17.354	2175	0.078	7	115569
Ente_faecalis_FDAARGOS_324	NZ_CP028285.1	2928142	0.958	6809	0.074	1	216074	7.379	215997	99.964	77	0.036	3	0.001	504151	17.217	672	0.023	8	135167
Ente_faecalis_FC	NZ_CP028835.1	2934454	0.705	2167	0.023	0	50325	1.715	50206	99.764	119	0.237	17	0.034	464340	15.824	2324	0.079	7	145796
Ente_faecium_DT1-1	NZ_CP050255.1	2684010	0.009	30	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	6308	0.235	0	0.000	1	642416
Ente_faecalis_L12	NZ_CP018102.1	2668255	1.307	11452	0.149	1	360977	13.529	360948	99.992	29	0.008	0	0.000	522182	19.570	244	0.009	14	136462
Ente_faecalis_SGAir0397	NZ_CP039434.1	2696714	0.537	546	0.005	0	7750	0.287	7722	99.639	28	0.361	0	0.000	343191	12.726	564	0.021	5	101493
Ente_casseliflavus_FDAARGOS_998	NZ_CP066024.1	3495847	0.010	17	0.000	0	207	0.006	197	95.169	10	4.831	0	0.000	9275	0.265	389	0.011	2	1404251
Ente_faecium_E8691	NZ_LR135435.1	2640062	0.025	19	0.000	0	588	0.022	582	98.980	6	1.020	0	0.000	17311	0.656	153	0.006	5	1865619
Ente_faecium_E0139	NZ_LR132067.1	2458403	0.027	25	0.000	0	365	0.015	356	97.534	9	2.466	0	0.000	17389	0.707	153	0.006	5	1423985
TOTAL	-	31622403	0.381	22033	0.262	0	647243	2.047	646858	99.941	385	0.059	20	0.003	2392436	7.566	10449	0.033	60	9248612
