sample1	sample2	ref	scaffold	length	common	commonPct	single	singlePct	singleAgree	singleAgreePct	multi	multiPct	sharedAlleles	sharedAllelesPct	variants	variantPct	commonVariant	commonVariantPct	variantExact	variantExactPct	AnotB	AnotBpct	BnotA	BnotApct	Agaps	AgapPct	Bgaps	BgapPct	gapJaccardSim
ERR3405459	ERR3405461	Ente_casseliflavus_EGM182	NZ_CP050490.1	3450044	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	1113432	0.0000	0	0.0000	1.0000
ERR3405459	ERR3405461	Ente_casseliflavus_FDAARGOS_998	NZ_CP066024.1	3495847	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	1404251	0.0000	0	0.0000	1.0000
ERR3405459	ERR3405461	Ente_faecalis_FC	NZ_CP028835.1	2934454	350	0.0119	350	100.0000	350	100.0000	0	0.0000	350	100.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	145796	0.0000	0	0.0000	0.9829
ERR3405459	ERR3405461	Ente_faecalis_FDAARGOS_324	NZ_CP028285.1	2928142	750	0.0256	749	99.8667	744	99.3324	1	0.1333	745	99.3333	6	0.8000	1	16.6667	0	0.0000	0	0.0000	5	83.3333	135167	27.1597	100439	48.5270	0.9657
ERR3405459	ERR3405461	Ente_faecalis_L12	NZ_CP018102.1	2668255	1270	0.0476	1270	100.0000	1270	100.0000	0	0.0000	1270	100.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	136462	7.0950	46831	100.0000	0.9824
ERR3405459	ERR3405461	Ente_faecalis_LD33	NZ_CP014949.1	2803429	6	0.0002	6	100.0000	6	100.0000	0	0.0000	6	100.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	115569	21.9592	98610	46.4922	0.9648
ERR3405459	ERR3405461	Ente_faecalis_SGAir0397	NZ_CP039434.1	2696714	57	0.0021	57	100.0000	57	100.0000	0	0.0000	57	100.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	101493	37.6716	91274	64.2067	0.9800
ERR3405459	ERR3405461	Ente_faecium_DT1-1	NZ_CP050255.1	2684010	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	642416	0.0000	0	0.0000	0.7607
ERR3405459	ERR3405461	Ente_faecium_E0139	NZ_LR132067.1	2458403	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	1423985	0.0000	0	0.0000	0.4208
ERR3405459	ERR3405461	Ente_faecium_E8691	NZ_LR135435.1	2640062	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	1865619	14.7656	69607	100.0000	0.2933
ERR3405459	ERR3405461	Ente_gilvus_CR1	NZ_CP030932.1	2863043	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	2164422	0.0000	0	0.0000	1.0000
