ref	name	length	coverage	uReads	abundance	median	callable	callablePct	confirmed	confirmedPct	snps	snpPct	multi	multiPct	lowmq	lowmqPct	high	highPct	gapCount	gapLength
Ente_avium_FDAARGOS_184	NZ_CP024590.1	3723378	0.015	63	0.001	0	1142	0.031	1115	97.636	27	2.364	0	0.000	15114	0.406	4454	0.120	4	1835564
Ente_avium_352	NZ_CP034169.1	4794392	0.014	24	0.000	0	3	0.000	3	100.000	0	0.000	0	0.000	18291	0.382	3999	0.083	5	3435424
Ente_faecium_HY07	NZ_CP032308.1	2585631	0.134	1665	0.015	0	18453	0.714	18401	99.718	52	0.282	0	0.000	18427	0.713	1712	0.066	8	636420
Ente_faecium_HB-1	NZ_CP040878.1	2618436	0.113	1055	0.014	0	10577	0.404	10560	99.839	17	0.161	0	0.000	19900	0.760	1175	0.045	8	529511
Ente_lactis_KCTC_21015	NZ_CP065211.1	2720716	0.082	518	0.007	0	6825	0.251	6754	98.960	71	1.040	0	0.000	19514	0.717	1677	0.062	6	428574
Ente_faecalis_JY32	NZ_CP045045.1	2933718	1.052	18898	0.195	1	590355	20.123	590305	99.992	50	0.008	12	0.002	141854	4.835	2826	0.096	2	88043
Ente_gallinarum_FDAARGOS_728	NZ_CP046307.1	3274932	0.938	24148	0.135	1	779486	23.802	778021	99.812	1465	0.188	5	0.001	31944	0.975	6382	0.195	13	217532
Ente_faecalis_LD33	NZ_CP014949.1	2803429	0.262	129	0.001	0	1782	0.064	1769	99.270	13	0.730	0	0.000	142737	5.092	4040	0.144	4	132468
Ente_durans_KCTC_13289	NZ_CP065535.1	2923777	0.014	126	0.001	0	748	0.026	720	96.257	28	3.743	0	0.000	11150	0.381	3126	0.107	1	551634
TOTAL	-	28378409	0.279	46626	0.369	0	1409371	4.966	1407648	99.878	1723	0.122	17	0.001	418931	1.476	29391	0.104	51	7855170
