ref	name	length	coverage	uReads	abundance	median	callable	callablePct	confirmed	confirmedPct	snps	snpPct	multi	multiPct	lowmq	lowmqPct	high	highPct	gapCount	gapLength
Esch_coli_EC-1639	NZ_LR025101.1	5059899	0.457	16849	0.045	0	17005	0.336	15562	91.514	1443	8.486	1	0.006	856483	16.927	423983	8.379	28	652145
Esch_coli_EC-1639	NZ_LR025102.1	94720	0.023	1038	0.003	0	385	0.406	357	92.727	28	7.273	0	0.000	0	0.000	5079	5.362	0	0
Esch_coli_EC-1639	NZ_LR025103.1	31016	0.000	0	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	1	31016
Esch_coli_EC-1639	NZ_LR025104.1	21855	0.000	0	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	1	21855
Esch_coli_EC-1639	NZ_LR025105.1	63589	0.000	0	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	1	63589
Esch_coli_118UI	NZ_CP032515.1	5205677	0.472	80299	0.220	0	17478	0.336	16088	92.047	1390	7.954	3	0.017	952036	18.288	565465	10.862	25	675812
Esch_coli_118UI	NZ_CP032517.1	4724	9.425	10357	0.011	42	662	14.014	591	89.275	71	10.725	0	0.000	244	5.165	2129	45.068	0	0
Esch_coli_118UI	NZ_CP032516.1	90328	0.018	66	0.000	0	38	0.042	37	97.368	1	2.632	0	0.000	1642	1.818	1284	1.421	0	0
Esch_coli_D5	NZ_CP010145.1	4817460	79.750	1636358	8.579	88	2293826	47.615	2292035	99.922	1769	0.077	584	0.025	2766344	57.423	510291	10.593	11	113045
Esch_coli_D5	NZ_CP010146.1	112874	0.017	616	0.001	0	23	0.020	22	95.652	1	4.348	0	0.000	346	0.307	758	0.672	0	0
Esch_coli_D5	NZ_CP010147.1	88754	0.036	860	0.003	0	69	0.078	64	92.754	5	7.246	0	0.000	1744	1.965	2832	3.191	0	0
Esch_coli_2011C-3911	NZ_CP015240.1	4863599	14.787	34382	0.154	24	65770	1.352	64295	97.757	1473	2.241	48	0.073	3377338	69.441	1402245	28.831	22	396212
Esch_coli_2011C-3911	NZ_CP015239.1	125977	0.021	5	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	3158	2.507	2525	2.004	0	0
Esch_coli_PA45B	NZ_CP021288.1	5074754	0.336	21056	0.043	0	13651	0.269	12684	92.916	967	7.084	0	0.000	612843	12.076	310288	6.114	26	680149
Esch_coli_PA45B	NZ_CP021289.1	147172	0.034	2332	0.005	0	665	0.452	660	99.248	5	0.752	0	0.000	1045	0.710	4747	3.225	0	0
Esch_coli_MSHS_133	NZ_CP041304.1	4946083	0.434	25366	0.048	0	22886	0.463	20983	91.685	1903	8.317	4	0.017	773633	15.641	394257	7.971	27	567553
Esch_coli_MSHS_133	NZ_CP041303.1	157660	0.008	276	0.001	0	1	0.001	1	100.000	0	0.000	0	0.000	1167	0.740	1676	1.063	0	0
Esch_coli_NCTC122	NZ_LT906474.1	4625968	1.438	13120	0.056	1	12798	0.277	12187	95.226	610	4.769	6	0.047	2219599	47.981	1407899	30.435	20	298839
Esch_coli_MVAST0167	NZ_CP014492.1	4806946	0.349	38079	0.077	0	17063	0.355	15778	92.469	1285	7.533	5	0.029	603959	12.564	311556	6.481	19	417238
Esch_coli_MVAST0167	NZ_CP014493.1	128305	0.014	474	0.001	0	6	0.005	6	100.000	0	0.000	0	0.000	1596	1.244	1890	1.473	0	0
Esch_coli_MVAST0167	NZ_CP014494.1	78992	0.000	0	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	1	78992
Esch_coli_Santai	NZ_CP007592.1	5104557	0.749	20850	0.041	0	19649	0.385	18246	92.860	1403	7.140	0	0.000	1871132	36.656	1287704	25.227	29	621245
Esch_coli_AR_0061	NZ_CP020058.1	4595238	1.960	13676	0.060	2	15394	0.335	14657	95.212	737	4.788	1	0.006	2281261	49.644	1316872	28.657	20	250865
Esch_coli_AR_0061	NZ_CP020059.1	87982	0.003	0	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0
Esch_coli_AR_0061	NZ_CP020060.1	50999	0.010	0	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	394	0.773	350	0.686	0	0
TOTAL	-	50385128	9.853	1916059	9.347	0	2497369	4.957	2484253	99.475	13091	0.524	652	0.026	16325964	32.402	7953830	15.786	231	4868555
