ref	name	length	coverage	uReads	abundance	median	callable	callablePct	confirmed	confirmedPct	snps	snpPct	multi	multiPct	lowmq	lowmqPct	high	highPct	gapCount	gapLength
Esch_coli_EC-1639	NZ_LR025101.1	5059899	0.547	11213	0.024	0	43184	0.853	42548	98.527	636	1.473	0	0.000	796394	15.739	308984	6.107	34	645039
Esch_coli_EC-1639	NZ_LR025102.1	94720	0.392	354	0.001	0	853	0.901	803	94.138	50	5.862	0	0.000	27446	28.976	24020	25.359	0	0
Esch_coli_EC-1639	NZ_LR025103.1	31016	0.385	94	0.000	0	2158	6.958	2132	98.795	26	1.205	0	0.000	201	0.648	0	0.000	0	0
Esch_coli_EC-1639	NZ_LR025104.1	21855	0.147	22	0.000	0	104	0.476	95	91.346	9	8.654	0	0.000	201	0.920	0	0.000	0	0
Esch_coli_EC-1639	NZ_LR025105.1	63589	0.024	11	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	1515	2.382	1414	2.224	0	0
Esch_coli_118UI	NZ_CP032515.1	5205677	0.569	11719	0.025	0	46519	0.894	45652	98.136	867	1.864	1	0.002	883621	16.974	360341	6.922	38	722335
Esch_coli_118UI	NZ_CP032517.1	4724	0.131	5	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0
Esch_coli_118UI	NZ_CP032516.1	90328	0.662	361	0.001	0	522	0.578	482	92.337	40	7.663	0	0.000	38469	42.588	31214	34.556	0	0
Esch_coli_D5	NZ_CP010145.1	4817460	2.653	39664	0.163	2	109331	2.269	108120	98.892	1211	1.108	26	0.024	2229539	46.280	890064	18.476	22	222421
Esch_coli_D5	NZ_CP010146.1	112874	0.220	547	0.001	0	1662	1.472	1534	92.298	128	7.702	0	0.000	11477	10.168	8809	7.804	1	40027
Esch_coli_D5	NZ_CP010147.1	88754	0.301	206	0.000	0	546	0.615	495	90.659	51	9.341	0	0.000	13679	15.412	9658	10.882	0	0
Esch_coli_2011C-3911	NZ_CP015240.1	4863599	2.579	50249	0.176	2	129943	2.672	128075	98.562	1865	1.436	34	0.026	2173555	44.690	907798	18.665	28	325863
Esch_coli_2011C-3911	NZ_CP015239.1	125977	0.120	232	0.000	0	374	0.297	350	93.583	24	6.417	0	0.000	5814	4.615	3955	3.139	0	0
Esch_coli_PA45B	NZ_CP021288.1	5074754	1.238	11211	0.018	0	65328	1.287	64377	98.544	951	1.456	8	0.012	1762696	34.735	606133	11.944	35	547929
Esch_coli_PA45B	NZ_CP021289.1	147172	0.632	704	0.001	0	1366	0.928	1352	98.975	14	1.025	0	0.000	54424	36.980	43983	29.885	0	0
Esch_coli_MSHS_133	NZ_CP041304.1	4946083	0.741	16884	0.025	0	71094	1.437	70082	98.577	1011	1.422	8	0.011	962624	19.462	339045	6.855	31	421158
Esch_coli_MSHS_133	NZ_CP041303.1	157660	0.259	583	0.001	0	1292	0.819	1230	95.201	62	4.799	0	0.000	15364	9.745	10374	6.580	1	40255
Esch_coli_NCTC122	NZ_LT906474.1	4625968	9.671	207282	0.699	11	497574	10.756	494747	99.432	2827	0.568	71	0.014	2593790	56.070	874008	18.894	16	127599
Esch_coli_MVAST0167	NZ_CP014492.1	4806946	12.886	397398	0.627	12	4229893	87.995	4229648	99.994	243	0.006	1934	0.046	960747	19.987	42333	0.881	0	0
Esch_coli_MVAST0167	NZ_CP014493.1	128305	21.576	13885	0.025	23	84769	66.068	84731	99.955	36	0.043	90	0.106	44975	35.053	2252	1.755	0	0
Esch_coli_MVAST0167	NZ_CP014494.1	78992	0.082	272	0.000	0	726	0.919	708	97.521	18	2.483	1	0.138	1634	2.069	1991	2.521	0	0
Esch_coli_Santai	NZ_CP007592.1	5104557	0.950	50342	0.077	0	85366	1.672	83943	98.333	1423	1.667	0	0.000	1438588	28.182	881538	17.270	42	570313
Esch_coli_AR_0061	NZ_CP020058.1	4595238	14.255	291083	1.003	16	939272	20.440	936113	99.664	3157	0.336	90	0.010	2519776	54.835	649923	14.143	15	148348
Esch_coli_AR_0061	NZ_CP020059.1	87982	0.149	4317	0.004	0	603	0.685	570	94.527	33	5.473	0	0.000	5877	6.680	14884	16.917	0	0
Esch_coli_AR_0061	NZ_CP020060.1	50999	0.264	2121	0.004	0	248	0.486	237	95.565	11	4.435	0	0.000	9779	19.175	9470	18.569	0	0
TOTAL	-	50385128	4.415	1110759	2.875	1	6312727	12.529	6298024	99.767	14693	0.233	2263	0.036	16552185	32.851	6022191	11.952	263	3811287
