ref	name	length	coverage	uReads	abundance	median	callable	callablePct	confirmed	confirmedPct	snps	snpPct	multi	multiPct	lowmq	lowmqPct	high	highPct	gapCount	gapLength
Esch_coli_EC-1639	NZ_LR025101.1	5059899	0.393	13574	0.023	0	4438	0.088	4381	98.716	57	1.284	0	0.000	765945	15.138	380255	7.515	19	433517
Esch_coli_EC-1639	NZ_LR025102.1	94720	0.162	34	0.000	0	800	0.845	800	100.000	0	0.000	0	0.000	2159	2.279	70	0.074	1	35635
Esch_coli_EC-1639	NZ_LR025103.1	31016	0.000	0	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	1	31016
Esch_coli_EC-1639	NZ_LR025104.1	21855	0.000	0	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	1	21855
Esch_coli_EC-1639	NZ_LR025105.1	63589	0.000	0	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	1	63589
Esch_coli_118UI	NZ_CP032515.1	5205677	0.403	72191	0.126	0	5187	0.100	5071	97.764	116	2.236	0	0.000	849430	16.317	521056	10.009	25	662575
Esch_coli_118UI	NZ_CP032517.1	4724	5.865	9506	0.007	30	550	11.643	492	89.455	58	10.545	0	0.000	337	7.134	2183	46.211	0	0
Esch_coli_118UI	NZ_CP032516.1	90328	0.047	51	0.000	0	135	0.149	123	91.111	12	8.889	0	0.000	2177	2.410	1286	1.424	0	0
Esch_coli_D5	NZ_CP010145.1	4817460	74.602	1511667	5.048	82	2324166	48.245	2322341	99.921	1816	0.078	273	0.012	2763856	57.372	465541	9.664	12	114720
Esch_coli_D5	NZ_CP010146.1	112874	0.090	597	0.001	0	937	0.830	935	99.787	2	0.213	0	0.000	1604	1.421	808	0.716	1	59899
Esch_coli_D5	NZ_CP010147.1	88754	0.422	877	0.002	0	4058	4.572	4049	99.778	9	0.222	0	0.000	4939	5.565	2753	3.102	1	16305
Esch_coli_2011C-3911	NZ_CP015240.1	4863599	13.885	33652	0.096	22	54228	1.115	53561	98.770	667	1.230	15	0.028	3347804	68.834	1377451	28.322	22	382505
Esch_coli_2011C-3911	NZ_CP015239.1	125977	0.064	24	0.000	0	378	0.300	363	96.032	15	3.968	0	0.000	3625	2.878	2472	1.962	0	0
Esch_coli_PA45B	NZ_CP021288.1	5074754	0.330	19858	0.026	0	14725	0.290	14548	98.798	177	1.202	0	0.000	555406	10.944	277380	5.466	22	613262
Esch_coli_PA45B	NZ_CP021289.1	147172	0.069	1550	0.002	0	3	0.002	2	66.667	1	33.333	0	0.000	2342	1.591	1024	0.696	0	0
Esch_coli_MSHS_133	NZ_CP041304.1	4946083	0.381	21825	0.026	0	8437	0.171	8290	98.258	147	1.743	1	0.012	692936	14.010	354320	7.164	23	545704
Esch_coli_MSHS_133	NZ_CP041303.1	157660	0.274	440	0.001	0	5055	3.206	5003	98.971	52	1.029	0	0.000	4853	3.078	1654	1.049	1	28989
Esch_coli_NCTC122	NZ_LT906474.1	4625968	1.382	10874	0.030	1	6689	0.145	6597	98.625	92	1.375	0	0.000	2157175	46.632	1354220	29.274	18	289669
Esch_coli_MVAST0167	NZ_CP014492.1	4806946	0.509	41133	0.053	0	115878	2.411	115740	99.881	137	0.118	3	0.003	533968	11.108	283348	5.895	7	122834
Esch_coli_MVAST0167	NZ_CP014493.1	128305	0.070	401	0.001	0	255	0.199	247	96.863	8	3.137	0	0.000	2634	2.053	1859	1.449	0	0
Esch_coli_MVAST0167	NZ_CP014494.1	78992	0.005	2	0.000	0	5	0.006	5	100.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0
Esch_coli_Santai	NZ_CP007592.1	5104557	0.700	17663	0.022	0	6522	0.128	6433	98.635	89	1.365	0	0.000	1805100	35.363	1239533	24.283	29	627110
Esch_coli_AR_0061	NZ_CP020058.1	4595238	1.440	11452	0.032	1	5906	0.129	5830	98.713	76	1.287	0	0.000	2216413	48.233	1407927	30.639	20	249873
Esch_coli_AR_0061	NZ_CP020059.1	87982	0.137	3	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	2729	3.102	53	0.060	0	0
Esch_coli_AR_0061	NZ_CP020060.1	50999	0.081	2	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	860	1.686	357	0.700	0	0
TOTAL	-	50385128	9.235	1767376	5.494	0	2558352	5.078	2554811	99.862	3531	0.138	292	0.011	15716292	31.192	7675550	15.234	204	4299057
