ref	name	length	coverage	uReads	abundance	median	callable	callablePct	confirmed	confirmedPct	snps	snpPct	multi	multiPct	lowmq	lowmqPct	high	highPct	gapCount	gapLength
Esch_coli_EC-1639	NZ_LR025101.1	5059899	1.376	15782	0.043	1	426969	8.438	425232	99.593	1736	0.407	63	0.015	1310514	25.900	116604	2.304	52	581450
Esch_coli_EC-1639	NZ_LR025102.1	94720	0.411	579	0.001	0	2459	2.596	2431	98.861	28	1.139	0	0.000	20954	22.122	19876	20.984	0	0
Esch_coli_EC-1639	NZ_LR025103.1	31016	0.411	104	0.000	0	2819	9.089	2783	98.723	36	1.277	0	0.000	0	0.000	0	0.000	0	0
Esch_coli_EC-1639	NZ_LR025104.1	21855	0.112	19	0.000	0	465	2.128	439	94.409	26	5.591	0	0.000	0	0.000	0	0.000	0	0
Esch_coli_EC-1639	NZ_LR025105.1	63589	0.064	0	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	995	1.565	233	0.366	0	0
Esch_coli_118UI	NZ_CP032515.1	5205677	2.224	48590	0.134	2	1408237	27.052	1406663	99.888	1574	0.112	11	0.001	1343146	25.802	109030	2.094	25	340445
Esch_coli_118UI	NZ_CP032517.1	4724	0.131	0	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	126	2.667	0	0.000	0	0
Esch_coli_118UI	NZ_CP032516.1	90328	0.593	132	0.000	0	709	0.785	691	97.461	18	2.539	0	0.000	33530	37.120	26902	29.783	1	14447
Esch_coli_D5	NZ_CP010145.1	4817460	0.292	2306	0.012	0	25338	0.526	25013	98.717	325	1.283	0	0.000	317401	6.589	62200	1.291	24	642583
Esch_coli_D5	NZ_CP010146.1	112874	0.135	39	0.000	0	847	0.750	843	99.528	4	0.472	0	0.000	3574	3.166	1263	1.119	1	41214
Esch_coli_D5	NZ_CP010147.1	88754	0.295	113	0.000	0	1116	1.257	1091	97.760	25	2.240	0	0.000	11691	13.172	8155	9.188	1	29588
Esch_coli_2011C-3911	NZ_CP015240.1	4863599	0.314	5972	0.027	0	44722	0.920	44148	98.717	574	1.284	14	0.031	269115	5.533	49863	1.025	8	206141
Esch_coli_2011C-3911	NZ_CP015239.1	125977	0.347	316	0.000	0	4268	3.388	4219	98.852	49	1.148	0	0.000	6560	5.207	4112	3.264	1	37994
Esch_coli_PA45B	NZ_CP021288.1	5074754	1.724	9667	0.020	1	98974	1.950	97712	98.725	1262	1.275	15	0.015	1937510	38.179	596233	11.749	45	523509
Esch_coli_PA45B	NZ_CP021289.1	147172	0.891	1141	0.002	0	7839	5.326	7694	98.150	145	1.850	1	0.013	54765	37.212	45937	31.213	1	10561
Esch_coli_MSHS_133	NZ_CP041304.1	4946083	0.710	9602	0.018	0	126244	2.552	124962	98.985	1282	1.016	27	0.021	852505	17.236	246558	4.985	28	396302
Esch_coli_MSHS_133	NZ_CP041303.1	157660	0.483	550	0.001	0	6049	3.837	5973	98.744	76	1.256	0	0.000	16234	10.297	10054	6.377	2	49029
Esch_coli_NCTC122	NZ_LT906474.1	4625968	0.268	1297	0.006	0	22468	0.486	22208	98.843	260	1.157	0	0.000	290158	6.272	44418	0.960	25	737478
Esch_coli_MVAST0167	NZ_CP014492.1	4806946	22.070	701328	1.422	22	4305459	89.567	4305236	99.995	221	0.005	821	0.019	900120	18.725	44680	0.929	0	0
Esch_coli_MVAST0167	NZ_CP014493.1	128305	37.003	24229	0.057	40	87250	68.002	87215	99.960	34	0.039	107	0.123	43417	33.839	430	0.335	0	0
Esch_coli_MVAST0167	NZ_CP014494.1	78992	0.166	152	0.000	0	1341	1.698	1317	98.210	24	1.790	0	0.000	964	1.220	1012	1.281	0	0
Esch_coli_Santai	NZ_CP007592.1	5104557	0.279	3909	0.008	0	57788	1.132	56921	98.500	867	1.501	20	0.035	281093	5.507	37523	0.735	31	923791
Esch_coli_AR_0061	NZ_CP020058.1	4595238	0.272	2203	0.010	0	37337	0.813	36695	98.281	642	1.721	25	0.067	264969	5.766	38487	0.838	25	669820
Esch_coli_AR_0061	NZ_CP020059.1	87982	0.073	47	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	5431	6.173	3958	4.499	0	0
Esch_coli_AR_0061	NZ_CP020060.1	50999	0.109	1	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	2191	4.296	1268	2.486	0	0
TOTAL	-	50385128	2.988	828078	1.762	0	6668698	13.235	6659486	99.862	9208	0.138	1104	0.017	7966963	15.812	1468796	2.915	270	5204352
