ref	name	length	coverage	uReads	abundance	median	callable	callablePct	confirmed	confirmedPct	snps	snpPct	multi	multiPct	lowmq	lowmqPct	high	highPct	gapCount	gapLength
Esch_coli_EC-1639	NZ_LR025101.1	5059899	0.424	18354	0.049	0	9792	0.194	9284	94.812	508	5.188	0	0.000	856817	16.933	457438	9.040	24	520701
Esch_coli_EC-1639	NZ_LR025102.1	94720	0.301	250	0.001	0	4864	5.135	4682	96.258	182	3.742	0	0.000	1561	1.648	594	0.627	1	28123
Esch_coli_EC-1639	NZ_LR025103.1	31016	0.000	0	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	1	31016
Esch_coli_EC-1639	NZ_LR025104.1	21855	0.000	0	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	1	21855
Esch_coli_EC-1639	NZ_LR025105.1	63589	0.009	0	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	144	0.226	0	0.000	0	0
Esch_coli_118UI	NZ_CP032515.1	5205677	0.447	97081	0.261	0	8535	0.164	8224	96.356	311	3.644	0	0.000	959173	18.426	605359	11.629	18	399925
Esch_coli_118UI	NZ_CP032517.1	4724	8.622	15576	0.017	51	573	12.130	507	88.482	66	11.518	0	0.000	258	5.461	2209	46.761	0	0
Esch_coli_118UI	NZ_CP032516.1	90328	0.064	80	0.000	0	88	0.097	84	95.455	4	4.545	0	0.000	2270	2.513	1340	1.483	0	0
Esch_coli_D5	NZ_CP010145.1	4817460	99.417	2030066	10.466	110	2304309	47.832	2302377	99.916	1925	0.084	287	0.012	2766729	57.431	518881	10.771	8	84969
Esch_coli_D5	NZ_CP010146.1	112874	0.053	707	0.001	0	215	0.190	215	100.000	0	0.000	0	0.000	1320	1.169	765	0.678	0	0
Esch_coli_D5	NZ_CP010147.1	88754	0.716	1186	0.004	0	7395	8.332	7364	99.581	30	0.406	1	0.014	9208	10.375	3148	3.547	1	11848
Esch_coli_2011C-3911	NZ_CP015240.1	4863599	17.256	44805	0.197	30	61521	1.265	60551	98.423	970	1.578	57	0.093	3395770	69.820	1486848	30.571	23	376960
Esch_coli_2011C-3911	NZ_CP015239.1	125977	0.084	27	0.000	0	612	0.486	586	95.752	26	4.248	0	0.000	3819	3.032	2359	1.873	0	0
Esch_coli_PA45B	NZ_CP021288.1	5074754	0.408	27335	0.055	0	32669	0.644	32251	98.720	418	1.280	1	0.003	659810	13.002	333867	6.579	21	513904
Esch_coli_PA45B	NZ_CP021289.1	147172	0.189	2649	0.005	0	3786	2.573	3742	98.838	44	1.162	0	0.000	3160	2.147	1310	0.890	2	70700
Esch_coli_MSHS_133	NZ_CP041304.1	4946083	0.431	30136	0.056	0	17666	0.357	17143	97.040	523	2.961	1	0.006	789760	15.967	428572	8.665	16	351112
Esch_coli_MSHS_133	NZ_CP041303.1	157660	0.456	623	0.001	0	9169	5.816	9136	99.640	33	0.360	1	0.011	9842	6.243	1653	1.048	1	26409
Esch_coli_NCTC122	NZ_LT906474.1	4625968	1.382	15069	0.064	1	9634	0.208	9455	98.142	179	1.858	1	0.010	2262414	48.907	1513556	32.719	20	270152
Esch_coli_MVAST0167	NZ_CP014492.1	4806946	0.761	57823	0.115	0	315609	6.566	315129	99.848	480	0.152	12	0.004	643864	13.394	334086	6.950	7	88010
Esch_coli_MVAST0167	NZ_CP014493.1	128305	0.106	597	0.001	0	212	0.165	212	100.000	0	0.000	0	0.000	2908	2.266	1933	1.507	0	0
Esch_coli_MVAST0167	NZ_CP014494.1	78992	0.011	5	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	105	0.133	0	0.000	0	0
Esch_coli_Santai	NZ_CP007592.1	5104557	0.716	23342	0.045	0	11713	0.229	11435	97.627	278	2.373	0	0.000	1912541	37.467	1370667	26.852	28	564688
Esch_coli_AR_0061	NZ_CP020058.1	4595238	1.874	15819	0.069	2	9477	0.206	9301	98.143	176	1.857	0	0.000	2327207	50.644	1444177	31.428	19	217456
Esch_coli_AR_0061	NZ_CP020059.1	87982	0.090	4	0.000	0	75	0.085	75	100.000	0	0.000	0	0.000	1871	2.127	0	0.000	0	0
Esch_coli_AR_0061	NZ_CP020060.1	50999	0.122	2	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	1783	3.496	359	0.704	0	0
TOTAL	-	50385128	12.180	2381536	11.405	0	2807914	5.573	2801753	99.781	6153	0.219	361	0.013	16612334	32.971	8509121	16.888	191	3577828
