ref	name	length	coverage	uReads	abundance	median	callable	callablePct	confirmed	confirmedPct	snps	snpPct	multi	multiPct	lowmq	lowmqPct	high	highPct	gapCount	gapLength
Esch_coli_EC-1639	NZ_LR025101.1	5059899	0.452	8510	0.022	0	37761	0.746	37549	99.439	212	0.561	0	0.000	730497	14.437	351289	6.943	21	420174
Esch_coli_EC-1639	NZ_LR025102.1	94720	0.321	1718	0.004	0	953	1.006	939	98.531	14	1.469	0	0.000	24477	25.841	22487	23.740	0	0
Esch_coli_EC-1639	NZ_LR025103.1	31016	0.058	17	0.000	0	97	0.313	97	100.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0
Esch_coli_EC-1639	NZ_LR025104.1	21855	0.000	1	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	1	21855
Esch_coli_EC-1639	NZ_LR025105.1	63589	0.020	0	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	1155	1.816	924	1.453	0	0
Esch_coli_118UI	NZ_CP032515.1	5205677	0.571	17087	0.045	0	124750	2.396	124570	99.856	180	0.144	0	0.000	786487	15.108	387920	7.452	14	317500
Esch_coli_118UI	NZ_CP032517.1	4724	0.006	0	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	127	2.688	124	2.625	0	0
Esch_coli_118UI	NZ_CP032516.1	90328	0.285	200	0.001	0	215	0.238	211	98.140	4	1.860	0	0.000	36341	40.232	33062	36.602	1	20867
Esch_coli_D5	NZ_CP010145.1	4817460	0.279	5595	0.029	0	4600	0.095	4540	98.696	60	1.304	0	0.000	464239	9.637	206451	4.285	22	622059
Esch_coli_D5	NZ_CP010146.1	112874	0.118	83	0.000	0	105	0.093	105	100.000	0	0.000	0	0.000	5215	4.620	2610	2.312	1	45325
Esch_coli_D5	NZ_CP010147.1	88754	0.235	289	0.001	0	111	0.125	110	99.099	1	0.901	0	0.000	14075	15.858	10599	11.942	1	24702
Esch_coli_2011C-3911	NZ_CP015240.1	4863599	0.271	16295	0.071	0	6636	0.136	6455	97.272	181	2.728	0	0.000	416750	8.569	184195	3.787	22	645038
Esch_coli_2011C-3911	NZ_CP015239.1	125977	0.205	87	0.000	0	607	0.482	607	100.000	0	0.000	0	0.000	9021	7.161	3950	3.135	0	0
Esch_coli_PA45B	NZ_CP021288.1	5074754	1.996	30963	0.061	2	36640	0.722	36210	98.826	430	1.174	2	0.005	2523374	49.724	1597913	31.487	47	576044
Esch_coli_PA45B	NZ_CP021289.1	147172	0.388	3049	0.006	0	1209	0.821	1198	99.090	11	0.911	1	0.083	59290	40.286	55886	37.973	0	0
Esch_coli_MSHS_133	NZ_CP041304.1	4946083	0.508	24319	0.044	0	14020	0.283	13769	98.210	249	1.777	6	0.043	1121596	22.676	725085	14.660	21	378797
Esch_coli_MSHS_133	NZ_CP041303.1	157660	0.273	621	0.001	0	742	0.471	732	98.652	10	1.348	0	0.000	17890	11.347	11296	7.165	1	28505
Esch_coli_NCTC122	NZ_LT906474.1	4625968	0.277	1226	0.005	0	2525	0.055	2496	98.851	29	1.149	0	0.000	440981	9.533	180336	3.898	26	772051
Esch_coli_MVAST0167	NZ_CP014492.1	4806946	99.496	3212980	6.294	101	4317023	89.808	4316801	99.995	219	0.005	353	0.008	898289	18.687	124198	2.584	1	5782
Esch_coli_MVAST0167	NZ_CP014493.1	128305	162.886	106683	0.241	178	87994	68.582	87955	99.956	36	0.041	34	0.039	43193	33.664	1681	1.310	1	8705
Esch_coli_MVAST0167	NZ_CP014494.1	78992	0.068	290	0.000	0	347	0.439	337	97.118	10	2.882	0	0.000	1448	1.833	1687	2.136	0	0
Esch_coli_Santai	NZ_CP007592.1	5104557	0.270	7915	0.015	0	6914	0.135	6796	98.293	118	1.707	2	0.029	443602	8.690	172727	3.384	29	861224
Esch_coli_AR_0061	NZ_CP020058.1	4595238	0.284	2224	0.010	0	4705	0.102	4642	98.661	63	1.340	2	0.043	432711	9.417	161630	3.517	27	716563
Esch_coli_AR_0061	NZ_CP020059.1	87982	0.040	37	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	5229	5.943	4510	5.126	0	0
Esch_coli_AR_0061	NZ_CP020060.1	50999	0.144	0	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	3389	6.645	1762	3.455	0	0
TOTAL	-	50385128	10.989	3440189	6.851	0	4647954	9.225	4646119	99.961	1827	0.039	400	0.009	8479376	16.829	4242322	8.420	236	5465191
