ref	name	length	coverage	uReads	abundance	median	callable	callablePct	confirmed	confirmedPct	snps	snpPct	multi	multiPct	lowmq	lowmqPct	high	highPct	gapCount	gapLength
Esch_coli_EC-1639	NZ_LR025101.1	5059899	0.509	16336	0.049	0	33826	0.669	33759	99.802	67	0.198	3	0.009	772512	15.267	372412	7.360	7	120612
Esch_coli_EC-1639	NZ_LR025102.1	94720	0.311	106	0.000	0	2113	2.231	2101	99.432	12	0.568	2	0.095	3233	3.413	336	0.355	1	24704
Esch_coli_EC-1639	NZ_LR025103.1	31016	0.000	0	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	1	31016
Esch_coli_EC-1639	NZ_LR025104.1	21855	0.000	0	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	1	21855
Esch_coli_EC-1639	NZ_LR025105.1	63589	0.005	0	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0
Esch_coli_118UI	NZ_CP032515.1	5205677	0.461	70186	0.212	0	5295	0.102	5199	98.187	96	1.814	2	0.038	873934	16.788	515032	9.894	14	312670
Esch_coli_118UI	NZ_CP032517.1	4724	6.895	6517	0.008	26	719	15.220	649	90.264	70	9.749	1	0.139	300	6.351	2069	43.798	0	0
Esch_coli_118UI	NZ_CP032516.1	90328	0.071	32	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	1748	1.935	1273	1.409	0	0
Esch_coli_D5	NZ_CP010145.1	4817460	72.332	1458559	8.443	79	2343644	48.649	2341747	99.919	1889	0.081	291	0.012	2755654	57.201	438323	9.099	10	103057
Esch_coli_D5	NZ_CP010146.1	112874	0.137	554	0.001	0	969	0.858	967	99.794	2	0.206	0	0.000	2811	2.490	912	0.808	1	52930
Esch_coli_D5	NZ_CP010147.1	88754	0.369	886	0.003	0	3366	3.793	3355	99.673	11	0.327	0	0.000	3840	4.327	3025	3.408	0	0
Esch_coli_2011C-3911	NZ_CP015240.1	4863599	13.698	33053	0.163	21	52358	1.077	51695	98.734	663	1.267	27	0.052	3338980	68.652	1346232	27.680	23	381445
Esch_coli_2011C-3911	NZ_CP015239.1	125977	0.080	31	0.000	0	436	0.346	427	97.936	9	2.064	0	0.000	3200	2.540	2204	1.750	0	0
Esch_coli_PA45B	NZ_CP021288.1	5074754	0.332	19857	0.045	0	13430	0.265	13274	98.838	156	1.162	0	0.000	547269	10.784	273431	5.388	18	492328
Esch_coli_PA45B	NZ_CP021289.1	147172	0.177	1061	0.002	0	976	0.663	965	98.873	11	1.127	0	0.000	3187	2.165	1053	0.715	0	0
Esch_coli_MSHS_133	NZ_CP041304.1	4946083	0.383	21290	0.044	0	7966	0.161	7858	98.644	107	1.345	8	0.100	675769	13.663	345099	6.977	18	424482
Esch_coli_MSHS_133	NZ_CP041303.1	157660	0.231	416	0.001	0	3728	2.365	3699	99.222	29	0.778	0	0.000	3375	2.141	1573	0.998	0	0
Esch_coli_NCTC122	NZ_LT906474.1	4625968	1.390	10393	0.049	1	9068	0.196	8966	98.875	102	1.125	1	0.011	2141804	46.300	1326145	28.667	21	311297
Esch_coli_MVAST0167	NZ_CP014492.1	4806946	0.523	39358	0.088	0	119611	2.488	119451	99.866	160	0.134	1	0.001	534275	11.115	275971	5.741	3	58203
Esch_coli_MVAST0167	NZ_CP014493.1	128305	0.170	487	0.001	0	1321	1.030	1310	99.167	11	0.833	0	0.000	2900	2.260	1891	1.474	0	0
Esch_coli_MVAST0167	NZ_CP014494.1	78992	0.044	29	0.000	0	247	0.313	244	98.785	3	1.215	0	0.000	0	0.000	0	0.000	0	0
Esch_coli_Santai	NZ_CP007592.1	5104557	0.700	17153	0.037	0	7698	0.151	7611	98.870	87	1.130	0	0.000	1790050	35.068	1225882	24.015	32	643574
Esch_coli_AR_0061	NZ_CP020058.1	4595238	1.442	10933	0.053	1	6017	0.131	5944	98.787	73	1.213	0	0.000	2209637	48.085	1389360	30.235	18	240620
Esch_coli_AR_0061	NZ_CP020059.1	87982	0.194	13	0.000	0	217	0.247	217	100.000	0	0.000	0	0.000	4190	4.762	687	0.781	2	68278
Esch_coli_AR_0061	NZ_CP020060.1	50999	0.123	2	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	1583	3.104	348	0.682	0	0
TOTAL	-	50385128	9.037	1707252	9.200	0	2613005	5.186	2609438	99.863	3558	0.136	336	0.013	15670251	31.101	7523258	14.932	170	3287071
