ref	name	length	coverage	uReads	abundance	median	callable	callablePct	confirmed	confirmedPct	snps	snpPct	multi	multiPct	lowmq	lowmqPct	high	highPct	gapCount	gapLength
Esch_coli_EC-1639	NZ_LR025101.1	5059899	0.826	16765	0.105	1	351548	6.948	348838	99.229	2710	0.771	197	0.056	522066	10.318	8747	0.173	1	31599
Esch_coli_EC-1639	NZ_LR025102.1	94720	0.985	469	0.003	1	10905	11.513	10903	99.982	2	0.018	0	0.000	10399	10.979	1991	2.102	0	0
Esch_coli_EC-1639	NZ_LR025103.1	31016	0.000	0	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	1	31016
Esch_coli_EC-1639	NZ_LR025104.1	21855	0.000	0	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	1	21855
Esch_coli_EC-1639	NZ_LR025105.1	63589	0.005	0	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0
Esch_coli_118UI	NZ_CP032515.1	5205677	0.617	10033	0.064	0	145756	2.800	143468	98.430	2288	1.570	58	0.040	518134	9.953	17723	0.340	16	310258
Esch_coli_118UI	NZ_CP032517.1	4724	0.112	4	0.000	0	3	0.064	3	100.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0
Esch_coli_118UI	NZ_CP032516.1	90328	0.260	7	0.000	0	74	0.082	67	90.541	7	9.459	0	0.000	5686	6.295	386	0.427	2	54812
Esch_coli_D5	NZ_CP010145.1	4817460	0.251	2140	0.026	0	17569	0.365	16573	94.331	996	5.675	19	0.108	224175	4.653	12739	0.264	14	417641
Esch_coli_D5	NZ_CP010146.1	112874	0.082	33	0.000	0	435	0.385	434	99.770	1	0.230	0	0.000	1742	1.543	761	0.674	0	0
Esch_coli_D5	NZ_CP010147.1	88754	0.047	6	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	471	0.531	0	0.000	0	0
Esch_coli_2011C-3911	NZ_CP015240.1	4863599	0.221	1991	0.021	0	15647	0.322	14396	92.005	1251	8.001	11	0.070	212995	4.379	13090	0.269	19	632303
Esch_coli_2011C-3911	NZ_CP015239.1	125977	0.119	44	0.000	0	1345	1.068	1321	98.216	24	1.784	0	0.000	2400	1.905	0	0.000	0	0
Esch_coli_PA45B	NZ_CP021288.1	5074754	0.198	3006	0.014	0	28028	0.552	25586	91.287	2442	8.713	0	0.000	198271	3.907	14621	0.288	19	836253
Esch_coli_PA45B	NZ_CP021289.1	147172	0.393	246	0.001	0	6619	4.497	6575	99.335	44	0.665	0	0.000	6719	4.565	344	0.234	2	34895
Esch_coli_MSHS_133	NZ_CP041304.1	4946083	0.272	5275	0.023	0	46291	0.936	43396	93.746	2895	6.255	9	0.019	211163	4.269	14311	0.289	11	358040
Esch_coli_MSHS_133	NZ_CP041303.1	157660	0.135	88	0.000	0	2234	1.417	2207	98.791	27	1.209	0	0.000	1714	1.087	0	0.000	1	75662
Esch_coli_NCTC122	NZ_LT906474.1	4625968	0.251	3359	0.034	0	22738	0.492	21354	93.913	1384	6.089	7	0.031	209795	4.535	17905	0.387	8	260745
Esch_coli_MVAST0167	NZ_CP014492.1	4806946	0.216	3627	0.017	0	36407	0.757	33131	91.002	3275	8.996	2	0.005	196520	4.088	14957	0.311	12	551131
Esch_coli_MVAST0167	NZ_CP014493.1	128305	0.562	301	0.002	0	8499	6.624	8449	99.412	50	0.589	3	0.035	8878	6.919	344	0.268	1	29577
Esch_coli_MVAST0167	NZ_CP014494.1	78992	0.192	121	0.000	0	2760	3.494	2728	98.841	32	1.159	0	0.000	399	0.505	0	0.000	1	51681
Esch_coli_Santai	NZ_CP007592.1	5104557	0.202	3975	0.018	0	32743	0.641	29774	90.932	2969	9.068	0	0.000	195569	3.831	16731	0.328	22	827125
Esch_coli_AR_0061	NZ_CP020058.1	4595238	0.259	2542	0.026	0	21936	0.477	20630	94.046	1306	5.954	0	0.000	212671	4.628	10411	0.227	13	383988
Esch_coli_AR_0061	NZ_CP020059.1	87982	0.112	46	0.000	0	863	0.981	855	99.073	8	0.927	0	0.000	3275	3.722	2365	2.688	0	0
Esch_coli_AR_0061	NZ_CP020060.1	50999	0.271	343	0.002	0	1339	2.626	1216	90.814	123	9.186	0	0.000	951	1.865	2146	4.208	0	0
TOTAL	-	50385128	0.333	54421	0.357	0	753739	1.496	731904	97.103	21834	2.898	306	0.041	2743993	5.446	149572	0.297	144	4908581
