ref	name	length	coverage	uReads	abundance	median	callable	callablePct	confirmed	confirmedPct	snps	snpPct	multi	multiPct	lowmq	lowmqPct	high	highPct	gapCount	gapLength
Esch_coli_EC-1639	NZ_LR025101.1	5059899	0.389	21042	0.053	0	9725	0.192	9400	96.658	325	3.343	4	0.041	645293	12.753	281264	5.559	28	712068
Esch_coli_EC-1639	NZ_LR025102.1	94720	0.230	3107	0.007	0	508	0.536	494	97.244	14	2.756	0	0.000	13442	14.191	13137	13.869	1	34585
Esch_coli_EC-1639	NZ_LR025103.1	31016	0.080	22	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0
Esch_coli_EC-1639	NZ_LR025104.1	21855	0.012	2	0.000	0	28	0.128	28	100.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0
Esch_coli_EC-1639	NZ_LR025105.1	63589	0.000	0	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	1	63589
Esch_coli_118UI	NZ_CP032515.1	5205677	0.411	15317	0.039	0	7641	0.147	7461	97.644	180	2.357	3	0.039	739368	14.203	341145	6.553	25	650005
Esch_coli_118UI	NZ_CP032517.1	4724	0.000	0	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0
Esch_coli_118UI	NZ_CP032516.1	90328	0.151	624	0.002	0	82	0.091	78	95.122	4	4.878	0	0.000	4267	4.724	3606	3.992	0	0
Esch_coli_D5	NZ_CP010145.1	4817460	14.790	82415	0.406	21	93950	1.950	93054	99.046	896	0.955	98	0.104	3345755	69.451	1203859	24.989	25	318341
Esch_coli_D5	NZ_CP010146.1	112874	0.143	712	0.001	0	403	0.357	402	99.752	1	0.248	0	0.000	5596	4.958	3000	2.658	1	39868
Esch_coli_D5	NZ_CP010147.1	88754	0.273	1690	0.005	0	303	0.341	296	97.690	7	2.310	0	0.000	10812	12.182	10253	11.552	0	0
Esch_coli_2011C-3911	NZ_CP015240.1	4863599	55.536	1185644	4.991	63	2110919	43.402	2109531	99.934	1386	0.066	167	0.008	2659749	54.687	532862	10.956	17	315356
Esch_coli_2011C-3911	NZ_CP015239.1	125977	0.217	21003	0.027	0	820	0.651	770	93.902	50	6.098	0	0.000	19563	15.529	38496	30.558	1	32804
Esch_coli_PA45B	NZ_CP021288.1	5074754	0.276	10522	0.020	0	7158	0.141	6844	95.613	313	4.378	8	0.112	430175	8.477	167809	3.307	20	635288
Esch_coli_PA45B	NZ_CP021289.1	147172	0.417	5121	0.010	0	1440	0.978	1349	93.681	91	6.319	0	0.000	27643	18.783	28890	19.630	2	34042
Esch_coli_MSHS_133	NZ_CP041304.1	4946083	0.394	18551	0.033	0	12340	0.249	11993	97.188	347	2.812	1	0.008	643159	13.003	295355	5.971	25	525136
Esch_coli_MSHS_133	NZ_CP041303.1	157660	0.260	21279	0.039	0	853	0.541	808	94.725	45	5.275	0	0.000	24135	15.308	44580	28.276	2	54555
Esch_coli_NCTC122	NZ_LT906474.1	4625968	1.502	19756	0.080	1	15385	0.333	15128	98.330	257	1.671	3	0.019	2167394	46.853	1337132	28.905	23	230131
Esch_coli_MVAST0167	NZ_CP014492.1	4806946	0.360	8533	0.016	0	31930	0.664	31737	99.396	193	0.604	1	0.003	411176	8.554	155921	3.244	4	76484
Esch_coli_MVAST0167	NZ_CP014493.1	128305	0.624	12931	0.028	0	1797	1.401	1754	97.607	43	2.393	0	0.000	30487	23.761	35808	27.908	1	17728
Esch_coli_MVAST0167	NZ_CP014494.1	78992	111.435	86272	0.091	160	47002	59.502	45869	97.589	1129	2.404	47	0.100	927	1.174	7433	9.410	2	18982
Esch_coli_Santai	NZ_CP007592.1	5104557	0.719	22604	0.042	0	11381	0.223	11180	98.234	201	1.766	1	0.009	1737795	34.044	1171401	22.948	31	631723
Esch_coli_AR_0061	NZ_CP020058.1	4595238	1.567	19604	0.081	1	17168	0.374	16924	98.579	244	1.421	0	0.000	2215063	48.203	1361090	29.620	23	234278
Esch_coli_AR_0061	NZ_CP020059.1	87982	0.120	8	0.000	0	98	0.111	98	100.000	0	0.000	0	0.000	2625	2.984	0	0.000	1	58469
Esch_coli_AR_0061	NZ_CP020060.1	50999	0.139	1	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	5087	9.975	3792	7.435	0	0
TOTAL	-	50385128	7.468	1556760	5.971	0	2370931	4.706	2365198	99.758	5726	0.242	333	0.014	15139511	30.048	7036833	13.966	233	4683432
