ref	name	length	coverage	uReads	abundance	median	callable	callablePct	confirmed	confirmedPct	snps	snpPct	multi	multiPct	lowmq	lowmqPct	high	highPct	gapCount	gapLength
Esch_coli_EC-1639	NZ_LR025101.1	5059899	1.398	34733	0.237	1	1126703	22.267	1126656	99.996	47	0.004	13	0.001	732483	14.476	157	0.003	1	29062
Esch_coli_EC-1639	NZ_LR025102.1	94720	1.855	934	0.006	2	27189	28.705	27184	99.982	5	0.018	15	0.055	19786	20.889	2180	2.302	0	0
Esch_coli_EC-1639	NZ_LR025103.1	31016	0.000	0	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	1	31016
Esch_coli_EC-1639	NZ_LR025104.1	21855	0.000	0	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	1	21855
Esch_coli_EC-1639	NZ_LR025105.1	63589	0.014	0	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0
Esch_coli_118UI	NZ_CP032515.1	5205677	0.641	5534	0.038	0	75748	1.455	75636	99.852	112	0.148	0	0.000	698130	13.411	1786	0.034	16	367230
Esch_coli_118UI	NZ_CP032517.1	4724	0.097	4	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0
Esch_coli_118UI	NZ_CP032516.1	90328	0.406	3	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	10422	11.538	3	0.003	1	26006
Esch_coli_D5	NZ_CP010145.1	4817460	0.084	856	0.011	0	4407	0.091	4327	98.185	80	1.815	0	0.000	40186	0.834	199	0.004	2	128126
Esch_coli_D5	NZ_CP010146.1	112874	0.185	22	0.000	0	343	0.304	341	99.417	2	0.583	0	0.000	5925	5.249	1205	1.068	1	60739
Esch_coli_D5	NZ_CP010147.1	88754	0.112	6	0.000	0	168	0.189	167	99.405	1	0.595	0	0.000	2315	2.608	0	0.000	0	0
Esch_coli_2011C-3911	NZ_CP015240.1	4863599	0.058	312	0.004	0	4245	0.087	4188	98.657	57	1.343	0	0.000	24905	0.512	79	0.002	7	798493
Esch_coli_2011C-3911	NZ_CP015239.1	125977	0.252	93	0.000	0	1909	1.515	1826	95.652	83	4.352	2	0.105	5267	4.181	91	0.072	1	41432
Esch_coli_PA45B	NZ_CP021288.1	5074754	0.056	355	0.002	0	5194	0.102	5062	97.459	132	2.541	0	0.000	44517	0.877	200	0.004	10	1249448
Esch_coli_PA45B	NZ_CP021289.1	147172	0.698	519	0.003	0	14049	9.546	13887	98.847	162	1.153	0	0.000	11331	7.699	534	0.363	2	43816
Esch_coli_MSHS_133	NZ_CP041304.1	4946083	0.105	819	0.004	0	8042	0.163	7940	98.732	102	1.268	1	0.012	76314	1.543	134	0.003	4	242922
Esch_coli_MSHS_133	NZ_CP041303.1	157660	0.266	170	0.001	0	4425	2.807	4353	98.373	72	1.629	4	0.090	5579	3.539	134	0.085	2	78621
Esch_coli_NCTC122	NZ_LT906474.1	4625968	0.065	928	0.010	0	26694	0.577	26286	98.472	407	1.527	44	0.165	25150	0.544	335	0.007	14	1567949
Esch_coli_MVAST0167	NZ_CP014492.1	4806946	0.057	288	0.001	0	1771	0.037	1635	92.321	136	7.679	0	0.000	47863	0.996	519	0.011	8	1123514
Esch_coli_MVAST0167	NZ_CP014493.1	128305	1.003	559	0.003	0	16075	12.529	15938	99.148	137	0.853	9	0.056	18437	14.370	551	0.429	3	38608
Esch_coli_MVAST0167	NZ_CP014494.1	78992	0.689	460	0.001	0	13116	16.604	12918	98.490	198	1.510	3	0.023	848	1.074	430	0.544	2	38670
Esch_coli_Santai	NZ_CP007592.1	5104557	0.046	329	0.002	0	3397	0.067	3215	94.642	182	5.358	0	0.000	29363	0.575	2825	0.055	5	830505
Esch_coli_AR_0061	NZ_CP020058.1	4595238	0.041	104	0.001	0	294	0.006	288	97.959	6	2.041	0	0.000	22853	0.497	390	0.008	4	658953
Esch_coli_AR_0061	NZ_CP020059.1	87982	0.241	241	0.001	0	2930	3.330	2843	97.031	87	2.970	1	0.034	5132	5.833	3848	4.374	1	38166
Esch_coli_AR_0061	NZ_CP020060.1	50999	0.284	89	0.001	0	620	1.216	604	97.419	16	2.589	2	0.323	2947	5.779	722	1.416	0	0
TOTAL	-	50385128	0.269	47358	0.327	0	1337319	2.654	1335294	99.849	2024	0.151	94	0.007	1829753	3.632	16322	0.032	86	7415131
