ref	name	length	coverage	uReads	abundance	median	callable	callablePct	confirmed	confirmedPct	snps	snpPct	multi	multiPct	lowmq	lowmqPct	high	highPct	gapCount	gapLength
Esch_coli_EC-1639	NZ_LR025101.1	5059899	0.629	25972	0.064	0	72696	1.437	72609	99.880	87	0.120	0	0.000	939667	18.571	490905	9.702	2	41891
Esch_coli_EC-1639	NZ_LR025102.1	94720	0.482	195	0.000	0	3834	4.048	3813	99.452	21	0.548	1	0.026	5481	5.787	0	0.000	0	0
Esch_coli_EC-1639	NZ_LR025103.1	31016	0.000	0	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	1	31016
Esch_coli_EC-1639	NZ_LR025104.1	21855	0.000	0	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	1	21855
Esch_coli_EC-1639	NZ_LR025105.1	63589	0.021	0	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	353	0.555	0	0.000	0	0
Esch_coli_118UI	NZ_CP032515.1	5205677	0.516	113005	0.283	0	9990	0.192	9825	98.348	165	1.652	0	0.000	1030552	19.797	641881	12.330	13	279754
Esch_coli_118UI	NZ_CP032517.1	4724	7.235	15802	0.016	49	562	11.897	500	88.968	62	11.032	0	0.000	237	5.017	2242	47.460	0	0
Esch_coli_118UI	NZ_CP032516.1	90328	0.194	92	0.000	0	172	0.190	159	92.442	13	7.558	0	0.000	4801	5.315	1415	1.567	0	0
Esch_coli_D5	NZ_CP010145.1	4817460	112.852	2332926	11.187	126	2272026	47.162	2270072	99.914	1946	0.086	297	0.013	2772018	57.541	566568	11.761	8	78705
Esch_coli_D5	NZ_CP010146.1	112874	0.100	850	0.001	0	784	0.695	783	99.872	1	0.128	0	0.000	2358	2.089	766	0.679	1	52822
Esch_coli_D5	NZ_CP010147.1	88754	1.358	1668	0.005	1	15628	17.608	15550	99.501	77	0.493	1	0.006	16001	18.028	3071	3.460	2	19901
Esch_coli_2011C-3911	NZ_CP015240.1	4863599	18.233	49056	0.201	34	59742	1.228	58997	98.753	745	1.247	21	0.035	3413473	70.184	1584962	32.588	25	370749
Esch_coli_2011C-3911	NZ_CP015239.1	125977	0.184	84	0.000	0	2169	1.722	2097	96.680	72	3.320	0	0.000	5808	4.610	2569	2.039	0	0
Esch_coli_PA45B	NZ_CP021288.1	5074754	0.506	31452	0.059	0	75145	1.481	74678	99.379	467	0.622	5	0.007	757954	14.936	354421	6.984	21	448051
Esch_coli_PA45B	NZ_CP021289.1	147172	0.288	2756	0.005	0	1893	1.286	1853	97.887	40	2.113	0	0.000	7135	4.848	1428	0.970	0	0
Esch_coli_MSHS_133	NZ_CP041304.1	4946083	0.464	34329	0.059	0	22659	0.458	22444	99.051	214	0.945	10	0.044	839242	16.968	452226	9.143	16	313678
Esch_coli_MSHS_133	NZ_CP041303.1	157660	0.948	1055	0.002	0	21611	13.707	21475	99.371	136	0.629	3	0.014	17627	11.180	2088	1.324	3	38519
Esch_coli_NCTC122	NZ_LT906474.1	4625968	1.798	17232	0.068	2	11827	0.256	11707	98.985	120	1.015	3	0.025	2302608	49.776	1457402	31.505	22	285277
Esch_coli_MVAST0167	NZ_CP014492.1	4806946	1.257	77457	0.143	1	793241	16.502	792663	99.927	578	0.073	9	0.001	726789	15.120	305639	6.358	5	57053
Esch_coli_MVAST0167	NZ_CP014493.1	128305	0.335	785	0.002	0	3830	2.985	3782	98.747	48	1.253	0	0.000	5817	4.534	1930	1.504	0	0
Esch_coli_MVAST0167	NZ_CP014494.1	78992	0.200	130	0.000	0	3233	4.093	3193	98.763	40	1.237	0	0.000	286	0.362	0	0.000	1	33043
Esch_coli_Santai	NZ_CP007592.1	5104557	0.702	26481	0.047	0	9629	0.189	9482	98.473	147	1.527	0	0.000	1948837	38.178	1424161	27.900	29	555050
Esch_coli_AR_0061	NZ_CP020058.1	4595238	1.849	17758	0.072	2	9687	0.211	9560	98.689	127	1.311	0	0.000	2362805	51.419	1516622	33.004	18	209264
Esch_coli_AR_0061	NZ_CP020059.1	87982	0.157	10	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	3693	4.197	13	0.015	0	0
Esch_coli_AR_0061	NZ_CP020060.1	50999	0.328	4	0.000	0	208	0.408	208	100.000	0	0.000	0	0.000	4481	8.786	480	0.941	0	0
TOTAL	-	50385128	13.695	2749099	12.213	1	3390566	6.729	3385450	99.849	5106	0.151	350	0.010	17168023	34.074	8810789	17.487	168	2836628
