ref	name	length	coverage	uReads	abundance	median	callable	callablePct	confirmed	confirmedPct	snps	snpPct	multi	multiPct	lowmq	lowmqPct	high	highPct	gapCount	gapLength
Esch_coli_EC-1639	NZ_LR025101.1	5059899	0.402	20284	0.054	0	3870	0.076	3802	98.243	68	1.757	0	0.000	870845	17.211	485285	9.591	21	570660
Esch_coli_EC-1639	NZ_LR025102.1	94720	0.037	5	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	646	0.682	0	0.000	0	0
Esch_coli_EC-1639	NZ_LR025103.1	31016	0.000	0	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	1	31016
Esch_coli_EC-1639	NZ_LR025104.1	21855	0.000	0	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	1	21855
Esch_coli_EC-1639	NZ_LR025105.1	63589	0.000	0	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	1	63589
Esch_coli_118UI	NZ_CP032515.1	5205677	0.416	109446	0.298	0	5195	0.100	5099	98.152	95	1.829	2	0.038	962376	18.487	639272	12.280	22	598048
Esch_coli_118UI	NZ_CP032517.1	4724	13.795	17064	0.019	69	625	13.230	562	89.920	62	9.952	2	0.320	357	7.557	2147	45.449	0	0
Esch_coli_118UI	NZ_CP032516.1	90328	0.041	103	0.000	0	278	0.308	266	95.683	12	4.317	0	0.000	2044	2.263	1359	1.505	0	0
Esch_coli_D5	NZ_CP010145.1	4817460	112.981	2318634	12.108	126	2298255	47.707	2296344	99.917	1904	0.083	290	0.013	2775263	57.608	535994	11.126	10	84709
Esch_coli_D5	NZ_CP010146.1	112874	0.041	837	0.001	0	5	0.004	4	80.000	1	20.000	0	0.000	873	0.773	773	0.685	0	0
Esch_coli_D5	NZ_CP010147.1	88754	0.095	968	0.003	0	63	0.071	62	98.413	1	1.587	0	0.000	2199	2.478	3079	3.469	0	0
Esch_coli_2011C-3911	NZ_CP015240.1	4863599	18.291	52757	0.235	34	62274	1.280	61592	98.905	682	1.095	15	0.024	3417602	70.269	1577563	32.436	23	340750
Esch_coli_2011C-3911	NZ_CP015239.1	125977	0.045	16	0.000	0	47	0.037	46	97.872	1	2.128	0	0.000	3393	2.693	2532	2.010	0	0
Esch_coli_PA45B	NZ_CP021288.1	5074754	0.303	30325	0.062	0	5869	0.116	5768	98.279	101	1.721	0	0.000	610449	12.029	346786	6.834	20	539683
Esch_coli_PA45B	NZ_CP021289.1	147172	0.071	2943	0.006	0	912	0.620	908	99.561	4	0.439	0	0.000	1319	0.896	1434	0.974	0	0
Esch_coli_MSHS_133	NZ_CP041304.1	4946083	0.390	33577	0.063	0	7232	0.146	7090	98.037	142	1.964	2	0.028	788659	15.945	456526	9.230	21	443711
Esch_coli_MSHS_133	NZ_CP041303.1	157660	0.079	499	0.001	0	878	0.557	873	99.431	5	0.569	0	0.000	1630	1.034	1673	1.061	0	0
Esch_coli_NCTC122	NZ_LT906474.1	4625968	1.784	16487	0.071	2	10924	0.236	10806	98.920	118	1.080	1	0.009	2301721	49.757	1452774	31.405	20	277431
Esch_coli_MVAST0167	NZ_CP014492.1	4806946	0.335	49343	0.099	0	8376	0.174	8281	98.866	95	1.134	1	0.012	593673	12.350	343445	7.145	6	122930
Esch_coli_MVAST0167	NZ_CP014493.1	128305	0.101	714	0.002	0	2092	1.630	2082	99.522	10	0.478	0	0.000	2069	1.613	1932	1.506	0	0
Esch_coli_MVAST0167	NZ_CP014494.1	78992	0.079	47	0.000	0	1347	1.705	1323	98.218	24	1.782	0	0.000	19	0.024	0	0.000	0	0
Esch_coli_Santai	NZ_CP007592.1	5104557	0.698	26325	0.051	0	7744	0.152	7677	99.135	67	0.865	0	0.000	1957174	38.342	1426500	27.946	26	559827
Esch_coli_AR_0061	NZ_CP020058.1	4595238	1.851	17500	0.077	2	9613	0.209	9475	98.564	138	1.436	0	0.000	2359490	51.346	1510732	32.876	17	215972
Esch_coli_AR_0061	NZ_CP020059.1	87982	0.117	64	0.000	0	1379	1.567	1378	99.927	1	0.073	0	0.000	1070	1.216	0	0.000	1	56265
Esch_coli_AR_0061	NZ_CP020060.1	50999	0.057	9	0.000	0	54	0.106	50	92.593	4	7.407	0	0.000	573	1.124	360	0.706	0	0
TOTAL	-	50385128	13.615	2697947	13.150	0	2427032	4.817	2423488	99.854	3535	0.146	313	0.013	16653444	33.052	8790166	17.446	190	3926446
