ref	name	length	coverage	uReads	abundance	median	callable	callablePct	confirmed	confirmedPct	snps	snpPct	multi	multiPct	lowmq	lowmqPct	high	highPct	gapCount	gapLength
Esch_coli_EC-1639	NZ_LR025101.1	5059899	0.087	1164	0.004	0	6236	0.123	6212	99.615	24	0.385	2	0.032	37550	0.742	2413	0.048	1	72473
Esch_coli_EC-1639	NZ_LR025102.1	94720	0.134	147	0.000	0	962	1.016	961	99.896	1	0.104	0	0.000	3047	3.217	3066	3.237	0	0
Esch_coli_EC-1639	NZ_LR025103.1	31016	0.000	0	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	1	31016
Esch_coli_EC-1639	NZ_LR025104.1	21855	0.000	0	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	1	21855
Esch_coli_EC-1639	NZ_LR025105.1	63589	0.000	0	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	1	63589
Esch_coli_118UI	NZ_CP032515.1	5205677	0.103	1924	0.006	0	12424	0.239	12365	99.525	59	0.475	1	0.008	34505	0.663	2547	0.049	2	113493
Esch_coli_118UI	NZ_CP032517.1	4724	0.105	5	0.000	0	40	0.847	40	100.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0
Esch_coli_118UI	NZ_CP032516.1	90328	0.016	5	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	65	0.072	0	0.000	0	0
Esch_coli_D5	NZ_CP010145.1	4817460	0.113	1205	0.007	0	7671	0.159	7660	99.857	11	0.143	0	0.000	42295	0.878	1405	0.029	1	51539
Esch_coli_D5	NZ_CP010146.1	112874	0.086	34	0.000	0	730	0.647	729	99.863	1	0.137	0	0.000	2687	2.381	1544	1.368	0	0
Esch_coli_D5	NZ_CP010147.1	88754	0.003	1	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0
Esch_coli_2011C-3911	NZ_CP015240.1	4863599	0.090	497	0.003	0	3813	0.078	3800	99.659	13	0.341	0	0.000	37697	0.775	1195	0.025	7	484105
Esch_coli_2011C-3911	NZ_CP015239.1	125977	0.016	6	0.000	0	36	0.029	34	94.444	2	5.556	0	0.000	0	0.000	0	0.000	0	0
Esch_coli_PA45B	NZ_CP021288.1	5074754	0.030	433	0.001	0	4099	0.081	3787	92.388	311	7.591	2	0.049	17600	0.347	2129	0.042	4	908997
Esch_coli_PA45B	NZ_CP021289.1	147172	0.068	44	0.000	0	541	0.368	534	98.706	7	1.294	0	0.000	477	0.324	0	0.000	0	0
Esch_coli_MSHS_133	NZ_CP041304.1	4946083	0.051	875	0.002	0	4109	0.083	3953	96.203	156	3.797	0	0.000	19447	0.393	1417	0.029	2	217749
Esch_coli_MSHS_133	NZ_CP041303.1	157660	0.035	45	0.000	0	814	0.516	768	94.349	46	5.651	0	0.000	0	0.000	7	0.004	0	0
Esch_coli_NCTC122	NZ_LT906474.1	4625968	0.145	1847	0.009	0	18814	0.407	18731	99.559	83	0.441	0	0.000	49367	1.067	1484	0.032	4	180536
Esch_coli_MVAST0167	NZ_CP014492.1	4806946	0.034	485	0.001	0	2391	0.050	2208	92.346	183	7.657	1	0.042	18171	0.378	1586	0.033	0	0
Esch_coli_MVAST0167	NZ_CP014493.1	128305	0.079	54	0.000	0	419	0.327	413	98.568	6	1.432	0	0.000	203	0.158	0	0.000	0	0
Esch_coli_MVAST0167	NZ_CP014494.1	78992	0.048	30	0.000	0	240	0.304	240	100.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0
Esch_coli_Santai	NZ_CP007592.1	5104557	0.056	825	0.002	0	4474	0.088	4379	97.877	95	2.123	0	0.000	30327	0.594	4939	0.097	3	344856
Esch_coli_AR_0061	NZ_CP020058.1	4595238	0.126	1224	0.006	0	11818	0.257	11722	99.188	96	0.812	0	0.000	48938	1.065	1645	0.036	2	104737
Esch_coli_AR_0061	NZ_CP020059.1	87982	0.029	30	0.000	0	11	0.013	11	100.000	0	0.000	0	0.000	3577	4.066	3152	3.583	0	0
Esch_coli_AR_0061	NZ_CP020060.1	50999	0.115	66	0.000	0	909	1.782	841	92.519	68	7.481	0	0.000	203	0.398	183	0.359	0	0
TOTAL	-	50385128	0.082	10946	0.042	0	80551	0.160	79388	98.556	1162	1.443	6	0.007	346156	0.687	28712	0.057	29	2594945
