ref	name	length	coverage	uReads	abundance	median	callable	callablePct	confirmed	confirmedPct	snps	snpPct	multi	multiPct	lowmq	lowmqPct	high	highPct	gapCount	gapLength
Esch_coli_EC-1639	NZ_LR025101.1	5059899	0.500	35917	0.076	0	18656	0.369	17106	91.692	1550	8.312	8	0.043	1084471	21.433	642216	12.692	20	471321
Esch_coli_EC-1639	NZ_LR025102.1	94720	0.069	1703	0.003	0	515	0.544	492	95.534	23	4.466	0	0.000	537	0.567	5164	5.452	0	0
Esch_coli_EC-1639	NZ_LR025103.1	31016	0.000	0	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	1	31016
Esch_coli_EC-1639	NZ_LR025104.1	21855	0.000	0	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	1	21855
Esch_coli_EC-1639	NZ_LR025105.1	63589	0.000	0	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	1	63589
Esch_coli_118UI	NZ_CP032515.1	5205677	0.513	179355	0.388	0	16596	0.319	15055	90.715	1540	9.282	4	0.024	1192677	22.911	794406	15.260	20	562479
Esch_coli_118UI	NZ_CP032517.1	4724	15.232	28055	0.024	96	594	12.574	523	88.047	71	11.953	0	0.000	515	10.902	2236	47.333	0	0
Esch_coli_118UI	NZ_CP032516.1	90328	0.031	146	0.000	0	208	0.230	199	95.673	9	4.327	0	0.000	1852	2.050	1417	1.569	0	0
Esch_coli_D5	NZ_CP010145.1	4817460	176.669	3702306	15.330	200	2223217	46.149	2221254	99.912	1944	0.087	470	0.021	2775642	57.616	646674	13.424	9	98321
Esch_coli_D5	NZ_CP010146.1	112874	0.034	1280	0.002	0	207	0.183	204	98.551	3	1.449	0	0.000	997	0.883	777	0.688	0	0
Esch_coli_D5	NZ_CP010147.1	88754	0.183	1753	0.004	0	551	0.621	549	99.637	2	0.363	0	0.000	3618	4.076	3229	3.638	0	0
Esch_coli_2011C-3911	NZ_CP015240.1	4863599	25.426	85254	0.301	55	80791	1.661	79044	97.838	1743	2.160	104	0.129	3499443	71.952	1747050	35.921	21	364853
Esch_coli_2011C-3911	NZ_CP015239.1	125977	0.046	10	0.000	0	9	0.007	8	88.889	1	11.111	0	0.000	3565	2.830	2652	2.105	0	0
Esch_coli_PA45B	NZ_CP021288.1	5074754	0.404	50218	0.081	0	19937	0.393	18511	92.847	1426	7.153	0	0.000	802276	15.809	459068	9.046	19	526621
Esch_coli_PA45B	NZ_CP021289.1	147172	0.048	5549	0.009	0	509	0.346	508	99.804	1	0.196	0	0.000	1964	1.334	5516	3.748	0	0
Esch_coli_MSHS_133	NZ_CP041304.1	4946083	0.490	56786	0.084	0	24074	0.487	22064	91.651	2008	8.343	5	0.021	988556	19.987	590648	11.942	22	441900
Esch_coli_MSHS_133	NZ_CP041303.1	157660	0.101	601	0.001	0	640	0.406	637	99.531	3	0.469	0	0.000	3060	1.941	1782	1.130	0	0
Esch_coli_NCTC122	NZ_LT906474.1	4625968	2.212	28851	0.098	3	19808	0.428	18831	95.068	976	4.931	14	0.071	2489093	53.807	1610598	34.816	21	296396
Esch_coli_MVAST0167	NZ_CP014492.1	4806946	0.470	84046	0.134	0	36624	0.762	34914	95.331	1710	4.669	2	0.005	775570	16.134	454158	9.448	9	172647
Esch_coli_MVAST0167	NZ_CP014493.1	128305	0.040	1054	0.002	0	1	0.001	1	100.000	0	0.000	0	0.000	2345	1.828	1973	1.538	0	0
Esch_coli_MVAST0167	NZ_CP014494.1	78992	0.023	14	0.000	0	33	0.042	33	100.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0
Esch_coli_Santai	NZ_CP007592.1	5104557	1.034	45301	0.070	1	28860	0.565	26914	93.257	1946	6.743	2	0.007	2133695	41.800	1494034	29.269	37	625777
Esch_coli_AR_0061	NZ_CP020058.1	4595238	2.591	28923	0.101	4	21422	0.466	20500	95.696	922	4.304	2	0.009	2547737	55.443	1608048	34.994	19	239564
Esch_coli_AR_0061	NZ_CP020059.1	87982	0.041	0	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	747	0.849	0	0.000	0	0
Esch_coli_AR_0061	NZ_CP020060.1	50999	0.044	0	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	976	1.914	384	0.753	0	0
TOTAL	-	50385128	20.957	4337122	16.708	0	2493252	4.948	2477347	99.362	15878	0.637	611	0.025	18309336	36.339	10072030	19.990	200	3916339
