ref	name	length	coverage	uReads	abundance	median	callable	callablePct	confirmed	confirmedPct	snps	snpPct	multi	multiPct	lowmq	lowmqPct	high	highPct	gapCount	gapLength
Esch_coli_EC-1639	NZ_LR025101.1	5059899	0.309	3309	0.012	0	9494	0.188	9336	98.336	158	1.664	0	0.000	521655	10.310	214139	4.232	30	900029
Esch_coli_EC-1639	NZ_LR025102.1	94720	0.299	893	0.003	0	260	0.274	258	99.231	2	0.769	0	0.000	23542	24.854	20895	22.060	0	0
Esch_coli_EC-1639	NZ_LR025103.1	31016	0.010	2	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0
Esch_coli_EC-1639	NZ_LR025104.1	21855	0.024	4	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0
Esch_coli_EC-1639	NZ_LR025105.1	63589	0.023	0	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	1050	1.651	786	1.236	0	0
Esch_coli_118UI	NZ_CP032515.1	5205677	0.329	5913	0.022	0	9401	0.181	9203	97.894	198	2.106	0	0.000	555673	10.674	240132	4.613	23	591781
Esch_coli_118UI	NZ_CP032517.1	4724	0.006	0	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	126	2.667	121	2.561	0	0
Esch_coli_118UI	NZ_CP032516.1	90328	0.413	129	0.001	0	3	0.003	3	100.000	0	0.000	0	0.000	36009	39.865	30779	34.075	0	0
Esch_coli_D5	NZ_CP010145.1	4817460	0.389	3750	0.027	0	23185	0.481	23015	99.267	170	0.733	0	0.000	460665	9.562	110136	2.286	20	406449
Esch_coli_D5	NZ_CP010146.1	112874	0.147	61	0.000	0	350	0.310	349	99.714	1	0.286	0	0.000	5059	4.482	1817	1.610	1	45633
Esch_coli_D5	NZ_CP010147.1	88754	0.208	157	0.001	0	117	0.132	116	99.145	1	0.855	0	0.000	12491	14.074	8814	9.931	0	0
Esch_coli_2011C-3911	NZ_CP015240.1	4863599	0.373	8678	0.053	0	28811	0.592	28526	99.011	285	0.989	0	0.000	408430	8.398	92492	1.902	23	497675
Esch_coli_2011C-3911	NZ_CP015239.1	125977	0.105	32	0.000	0	94	0.075	87	92.553	7	7.447	0	0.000	6305	5.005	3545	2.814	0	0
Esch_coli_PA45B	NZ_CP021288.1	5074754	1.642	14880	0.041	1	31562	0.622	31225	98.932	337	1.068	6	0.019	2271035	44.752	1210964	23.863	46	668846
Esch_coli_PA45B	NZ_CP021289.1	147172	0.407	1559	0.004	0	765	0.520	747	97.647	18	2.353	0	0.000	56218	38.199	51803	35.199	0	0
Esch_coli_MSHS_133	NZ_CP041304.1	4946083	0.529	11648	0.030	0	15964	0.323	15647	98.014	317	1.986	0	0.000	922756	18.656	459216	9.284	30	507786
Esch_coli_MSHS_133	NZ_CP041303.1	157660	0.218	285	0.001	0	202	0.128	194	96.040	8	3.960	0	0.000	16057	10.185	9806	6.220	1	43497
Esch_coli_NCTC122	NZ_LT906474.1	4625968	0.591	5374	0.032	0	127260	2.751	126960	99.764	300	0.236	5	0.004	558345	12.070	96621	2.089	12	204396
Esch_coli_MVAST0167	NZ_CP014492.1	4806946	47.256	1517819	4.165	47	4326737	90.010	4326510	99.995	224	0.005	403	0.009	894235	18.603	82070	1.707	0	0
Esch_coli_MVAST0167	NZ_CP014493.1	128305	80.966	52981	0.168	88	87482	68.183	87445	99.958	35	0.040	42	0.048	43703	34.062	1558	1.214	1	10142
Esch_coli_MVAST0167	NZ_CP014494.1	78992	0.053	147	0.000	0	284	0.360	282	99.296	2	0.704	0	0.000	1249	1.581	1415	1.791	0	0
Esch_coli_Santai	NZ_CP007592.1	5104557	0.302	4656	0.012	0	22668	0.444	22426	98.932	242	1.068	1	0.004	362294	7.097	76322	1.495	18	512377
Esch_coli_AR_0061	NZ_CP020058.1	4595238	0.657	7396	0.044	0	168278	3.662	168077	99.881	201	0.119	0	0.000	557080	12.123	77221	1.680	22	325800
Esch_coli_AR_0061	NZ_CP020059.1	87982	0.197	143	0.000	0	2585	2.938	2539	98.221	46	1.779	0	0.000	5422	6.163	4166	4.735	1	35619
Esch_coli_AR_0061	NZ_CP020060.1	50999	0.300	34	0.000	0	1091	2.139	1089	99.817	2	0.183	0	0.000	4936	9.679	2048	4.016	0	0
TOTAL	-	50385128	5.387	1639850	4.616	0	4856593	9.639	4854034	99.947	2554	0.053	457	0.009	7724335	15.331	2796866	5.551	228	4750030
