ref	name	length	coverage	uReads	abundance	median	callable	callablePct	confirmed	confirmedPct	snps	snpPct	multi	multiPct	lowmq	lowmqPct	high	highPct	gapCount	gapLength
Esch_coli_EC-1639	NZ_LR025101.1	5059899	1.436	243363	0.745	1	198678	3.927	197100	99.206	1578	0.794	55	0.028	1853568	36.633	1407566	27.818	4	52774
Esch_coli_EC-1639	NZ_LR025102.1	94720	0.900	367	0.001	1	9380	9.903	9375	99.947	5	0.053	1	0.011	9784	10.329	428	0.452	0	0
Esch_coli_EC-1639	NZ_LR025103.1	31016	0.000	0	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	1	31016
Esch_coli_EC-1639	NZ_LR025104.1	21855	0.000	0	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	1	21855
Esch_coli_EC-1639	NZ_LR025105.1	63589	0.009	0	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	250	0.393	0	0.000	0	0
Esch_coli_118UI	NZ_CP032515.1	5205677	1.253	294761	0.917	1	73492	1.412	71630	97.466	1862	2.534	6	0.008	1934502	37.161	1497929	28.775	18	293430
Esch_coli_118UI	NZ_CP032517.1	4724	0.000	0	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0
Esch_coli_118UI	NZ_CP032516.1	90328	0.210	1	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	4667	5.167	765	0.847	1	49946
Esch_coli_D5	NZ_CP010145.1	4817460	5.506	261502	1.559	9	137222	2.848	134545	98.049	2674	1.949	21	0.015	2708408	56.221	1558640	32.354	34	378337
Esch_coli_D5	NZ_CP010146.1	112874	0.481	137897	0.233	4	660	0.585	629	95.303	31	4.704	1	0.152	4020	3.561	53996	47.837	1	14766
Esch_coli_D5	NZ_CP010147.1	88754	0.092	308	0.001	0	25	0.028	24	96.000	1	4.000	0	0.000	4335	4.884	3179	3.582	0	0
Esch_coli_2011C-3911	NZ_CP015240.1	4863599	6.014	361529	1.841	10	180580	3.713	176582	97.786	3991	2.211	95	0.053	2689725	55.303	1605807	33.017	40	433639
Esch_coli_2011C-3911	NZ_CP015239.1	125977	0.069	917	0.001	0	272	0.216	261	95.956	11	4.044	0	0.000	5786	4.593	4712	3.740	0	0
Esch_coli_PA45B	NZ_CP021288.1	5074754	0.587	162578	0.377	0	43314	0.854	42295	97.647	1018	2.350	2	0.005	1239368	24.422	992737	19.562	22	418842
Esch_coli_PA45B	NZ_CP021289.1	147172	0.225	97	0.000	0	2417	1.642	2392	98.966	25	1.034	0	0.000	4870	3.309	718	0.488	0	0
Esch_coli_MSHS_133	NZ_CP041304.1	4946083	0.690	324697	0.693	0	51419	1.040	50023	97.285	1396	2.715	3	0.006	1468773	29.696	1419147	28.692	20	304081
Esch_coli_MSHS_133	NZ_CP041303.1	157660	0.094	29	0.000	0	449	0.285	441	98.218	8	1.782	0	0.000	5246	3.327	2915	1.849	0	0
Esch_coli_NCTC122	NZ_LT906474.1	4625968	7.628	446668	2.188	13	220166	4.759	216022	98.118	4138	1.880	41	0.019	2595797	56.114	1505322	32.541	32	360624
Esch_coli_MVAST0167	NZ_CP014492.1	4806946	0.590	102160	0.234	0	44498	0.926	43484	97.721	1014	2.279	1	0.002	1167927	24.297	911400	18.960	18	281292
Esch_coli_MVAST0167	NZ_CP014493.1	128305	0.284	213	0.001	0	2011	1.567	2004	99.652	7	0.348	0	0.000	5208	4.059	476	0.371	1	24737
Esch_coli_MVAST0167	NZ_CP014494.1	78992	0.163	108	0.000	0	2507	3.174	2474	98.684	33	1.316	0	0.000	77	0.097	0	0.000	0	0
Esch_coli_Santai	NZ_CP007592.1	5104557	39.240	3611738	8.038	80	1229361	24.084	1210773	98.488	18558	1.510	435	0.035	1742279	34.132	1904212	37.304	49	461883
Esch_coli_AR_0061	NZ_CP020058.1	4595238	7.091	398206	1.995	12	191249	4.162	187465	98.021	3783	1.978	39	0.020	2581827	56.185	1525727	33.202	34	337717
Esch_coli_AR_0061	NZ_CP020059.1	87982	0.153	10	0.000	0	281	0.319	281	100.000	0	0.000	0	0.000	3634	4.130	1091	1.240	0	0
Esch_coli_AR_0061	NZ_CP020060.1	50999	0.176	253	0.001	0	0	0.000	0	0.000	0	0.000	0	0.000	2680	5.255	864	1.694	0	0
TOTAL	-	50385128	6.279	6347402	18.826	2	2387981	4.739	2347800	98.317	40133	1.681	700	0.029	20032731	39.759	14397631	28.575	276	3464939
