ref	name	length	coverage	uReads	abundance	median	callable	callablePct	confirmed	confirmedPct	snps	snpPct	multi	multiPct	lowmq	lowmqPct	high	highPct	gapCount	gapLength
Esch_coli_EC-1639	NZ_LR025101.1	5059899	0.443	22555	0.040	0	11043	0.218	10754	97.383	289	2.618	5	0.045	725081	14.330	301768	5.964	23	465570
Esch_coli_EC-1639	NZ_LR025102.1	94720	0.921	3419	0.006	0	1466	1.548	1452	99.045	14	0.955	0	0.000	25489	26.910	14261	15.056	3	35793
Esch_coli_EC-1639	NZ_LR025103.1	31016	0.183	47	0.000	0	547	1.764	537	98.172	10	1.828	0	0.000	0	0.000	0	0.000	0	0
Esch_coli_EC-1639	NZ_LR025104.1	21855	0.059	10	0.000	0	249	1.139	233	93.574	16	6.426	0	0.000	0	0.000	0	0.000	0	0
Esch_coli_EC-1639	NZ_LR025105.1	63589	0.005	0	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0
Esch_coli_118UI	NZ_CP032515.1	5205677	0.473	17025	0.031	0	12997	0.250	12757	98.153	240	1.847	0	0.000	828284	15.911	365290	7.017	19	387043
Esch_coli_118UI	NZ_CP032517.1	4724	0.000	0	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0.000	0	0
Esch_coli_118UI	NZ_CP032516.1	90328	1.029	797	0.002	0	503	0.557	496	98.608	7	1.392	0	0.000	22980	25.441	5147	5.698	4	39860
Esch_coli_D5	NZ_CP010145.1	4817460	15.685	89888	0.312	23	92860	1.928	91957	99.028	903	0.974	120	0.129	3377214	70.104	1246277	25.870	21	241221
Esch_coli_D5	NZ_CP010146.1	112874	0.191	677	0.001	0	794	0.703	790	99.496	4	0.504	0	0.000	5671	5.024	3472	3.076	0	0
Esch_coli_D5	NZ_CP010147.1	88754	0.430	1992	0.004	0	155	0.175	148	95.484	7	4.516	0	0.000	14652	16.509	11049	12.449	1	16441
Esch_coli_2011C-3911	NZ_CP015240.1	4863599	60.350	1288972	3.824	69	2111046	43.405	2109455	99.925	1588	0.075	162	0.008	2661410	54.721	551392	11.337	19	245708
Esch_coli_2011C-3911	NZ_CP015239.1	125977	0.222	23745	0.022	0	957	0.760	897	93.730	60	6.270	0	0.000	20049	15.915	39419	31.291	1	28079
Esch_coli_PA45B	NZ_CP021288.1	5074754	0.542	11930	0.016	0	22402	0.441	22084	98.580	318	1.420	4	0.018	758140	14.939	185895	3.663	28	513907
Esch_coli_PA45B	NZ_CP021289.1	147172	1.228	5774	0.008	0	2591	1.761	2516	97.105	75	2.896	1	0.039	50844	34.547	31128	21.151	2	22786
Esch_coli_MSHS_133	NZ_CP041304.1	4946083	0.479	20236	0.025	0	23071	0.466	22635	98.110	436	1.890	1	0.004	743722	15.037	317958	6.428	17	307312
Esch_coli_MSHS_133	NZ_CP041303.1	157660	0.294	24127	0.031	0	964	0.611	908	94.191	56	5.809	0	0.000	25772	16.347	45518	28.871	1	32415
Esch_coli_NCTC122	NZ_LT906474.1	4625968	1.496	21406	0.061	1	15356	0.332	15102	98.346	254	1.654	0	0.000	2201018	47.580	1386502	29.972	18	214452
Esch_coli_MVAST0167	NZ_CP014492.1	4806946	2.208	61786	0.083	2	1873190	38.968	1872870	99.983	320	0.017	263	0.014	749788	15.598	95414	1.985	0	0
Esch_coli_MVAST0167	NZ_CP014493.1	128305	4.251	15700	0.024	5	42740	33.311	42681	99.862	59	0.139	164	0.384	52372	40.818	29813	23.236	1	9001
Esch_coli_MVAST0167	NZ_CP014494.1	78992	119.875	89582	0.066	169	48208	61.029	47072	97.644	1133	2.353	51	0.106	805	1.019	6222	7.877	2	18986
Esch_coli_Santai	NZ_CP007592.1	5104557	0.735	24997	0.032	0	15485	0.303	15091	97.456	394	2.545	1	0.006	1768336	34.642	1207058	23.647	27	446567
Esch_coli_AR_0061	NZ_CP020058.1	4595238	2.086	21599	0.063	2	21755	0.473	21375	98.253	380	1.747	0	0.000	2246277	48.883	1243775	27.067	16	173376
Esch_coli_AR_0061	NZ_CP020059.1	87982	0.176	3	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	3422	3.889	123	0.140	2	70840
Esch_coli_AR_0061	NZ_CP020060.1	50999	0.205	0	0.000	0	0	0.000	0	0.000	0	0.000	0	0.000	6137	12.034	4055	7.951	0	0
TOTAL	-	50385128	8.320	1746267	4.651	1	4298379	8.531	4291810	99.847	6563	0.153	772	0.018	16287463	32.326	7091536	14.075	205	3269357
